record - recordId,record - aatNedId,record - subjectId,record - status,record - pt,record - bt,record - uf,record - eq
300129542,800017948,300129542,voorkeursterm,groepswoningen,woningen,groepswoning,groepswoning
300129621,800017949,300129621,voorkeursterm,donkerblauw,blauw,,
300129645,800017950,300129645,voorkeursterm,bleekblauw,blauw,,
300129664,800017951,300129664,voorkeursterm,zeer bleekblauw,bleekblauw,,
300129673,800017952,300129673,voorkeursterm,grijsachtig blauw,blauw,,
300129704,800017953,300129704,voorkeursterm,donker grijsachtig blauw,grijsachtig blauw,,
300129732,800017954,300129732,voorkeursterm,zwartachtig blauw,blauw,,
300129746,800017955,300129746,voorkeursterm,blauwachtig wit,blauw,,
300129747,800017956,300129747,voorkeursterm,blauwachtig grijs,blauw,,
300129759,800017957,300129759,voorkeursterm,licht blauwachtig grijs,blauwachtig grijs,,
300129765,800017958,300129765,voorkeursterm,donker blauwachtig grijs,blauwachtig grijs,,
300129780,800017959,300129780,voorkeursterm,blauwachtig zwart,blauw,,
300129784,800017960,300129784,voorkeursterm,wit,neutrale kleuren,,
300129787,800017961,300129787,voorkeursterm,tussenliggende tinten blauw,blauw,tussenliggende tint blauw,tussenliggende tint blauw
300129788,800017962,300129788,voorkeursterm,groenachtig blauw,tussenliggende tinten blauw,,
300129789,800017963,300129789,voorkeursterm,helder groenachtig blauw,groenachtig blauw,,
300129792,800017964,300129792,voorkeursterm,briljant groenachtig blauw,groenachtig blauw,,
300129798,800017965,300129798,voorkeursterm,sterk groenachtig blauw,groenachtig blauw,,
300129815,800017966,300129815,voorkeursterm,diep groenachtig blauw,groenachtig blauw,,
300129820,800017967,300129820,voorkeursterm,licht groenachtig blauw,groenachtig blauw,,
300129836,800017968,300129836,voorkeursterm,zeer licht groenachtig blauw,licht groenachtig blauw,,
300129844,800017969,300129844,voorkeursterm,moderate greenish blue,groenachtig blauw,,
300129867,800017970,300129867,voorkeursterm,impluvia,onderdelen van loodgieterswerk en afvoersystemen voor regenwater,impluvium,impluvium
300129869,800017971,300129869,voorkeursterm,donker groenachtig blauw,groenachtig blauw,,
300129883,800017972,300129883,voorkeursterm,zeer donker groenachtig blauw,donker groenachtig blauw,,
300129885,800017973,300129885,voorkeursterm,paarsachtig blauw,tussenliggende tinten blauw,,
300129886,800017974,300129886,voorkeursterm,helder paarsachtig blauw,paarsachtig blauw,,
300129901,800017975,300129901,voorkeursterm,briljant paarsachtig blauw,paarsachtig blauw,,
300129911,800017976,300129911,voorkeursterm,sterk paarsachtig blauw,paarsachtig blauw,,
300129929,800017977,300129929,voorkeursterm,open ruimten naar functie,open ruimten,open ruimte naar functie,open ruimte naar functie
300129930,800017978,300129930,voorkeursterm,open ruimten naar vorm,open ruimten,open ruimte naar vorm,open ruimte naar vorm
300130064,800017979,300130064,voorkeursterm,gespreid,vorm,,
300130066,800017980,300130066,voorkeursterm,diep paarsachtig blauw,paarsachtig blauw,,
300130168,800017981,300130168,voorkeursterm,licht paarsachtig blauw,paarsachtig blauw,,
300130185,800017982,300130185,voorkeursterm,zeer licht paarsachtig blauw,licht paarsachtig blauw,,
300130188,800017983,300130188,voorkeursterm,moderate purplish blue,paarsachtig blauw,,
300130205,800017984,300130205,voorkeursterm,donker paarsachtig blauw,paarsachtig blauw,,
300130216,800017985,300130216,voorkeursterm,vaal paarsachtig blauw,paarsachtig blauw,,
300130230,800017986,300130230,voorkeursterm,zeer vaal paarsachtig blauw,vaal paarsachtig blauw,,
300130238,800017987,300130238,voorkeursterm,grijsachtig paarsachtig blauw,paarsachtig blauw,,
300130257,800017988,300130257,voorkeursterm,paars,chromatische kleuren,,
300130258,800017989,300130258,voorkeursterm,helder paars,paars,,
300130264,800017990,300130264,voorkeursterm,hoogpaars,paars,,
300130267,800017991,300130267,voorkeursterm,sterk paars,paars,,
300130280,800017992,300130280,voorkeursterm,dieppaars,paars,,
300130282,800017993,300130282,voorkeursterm,zeer diep paars,dieppaars,,
300130283,800017994,300130283,voorkeursterm,lichtpaars,paars,,
300130293,800017995,300130293,voorkeursterm,zeer licht paars,lichtpaars,,
300130296,800017996,300130296,voorkeursterm,matig paars,paars,,
300130308,800017997,300130308,voorkeursterm,donkerpaars,paars,,
300130319,800017998,300130319,voorkeursterm,zeer donker paars,donkerpaars,,
300130321,800017999,300130321,voorkeursterm,bleekpaars,paars,,
300130335,800018000,300130335,voorkeursterm,zeer bleekpaars,bleekpaars,,
300130347,800018001,300130347,voorkeursterm,grijsachtig paars,paars,,
300130372,800018002,300130372,voorkeursterm,donker grijsachtig paars,grijsachtig paars,,
300130411,800018003,300130411,voorkeursterm,zwartachtig paars,paars,,
300130423,800018004,300130423,voorkeursterm,paarsachtig wit,paars,,
300130426,800018005,300130426,voorkeursterm,paarsachtig grijs,paars,,
300130442,800018006,300130442,voorkeursterm,licht paarsachtig grijs,paarsachtig grijs,,
300130447,800018007,300130447,voorkeursterm,donker paarsachtig grijs,paarsachtig grijs,,
300130470,800018008,300130470,voorkeursterm,paarsachtig zwart,paars,,
300130472,800018009,300130472,voorkeursterm,tussenliggende tinten paars,paars,tussenliggende tint paars,tussenliggende tint paars
300130473,800018010,300130473,voorkeursterm,roodachtig paars,tussenliggende tinten paars,,
300130520,800018011,300130520,voorkeursterm,helder roodachtig paars,roodachtig paars,,
300130527,800018012,300130527,voorkeursterm,sterk roodachtig paars,roodachtig paars,,
300130541,800018013,300130541,voorkeursterm,diep roodachtig paars,roodachtig paars,,
300130551,800018014,300130551,voorkeursterm,zeer diep roodachtig paars,diep roodachtig paars,,
300130553,800018015,300130553,voorkeursterm,licht roodachtig paars,roodachtig paars,,
300130560,800018016,300130560,voorkeursterm,moderate reddish purple,roodachtig paars,,
300130569,800018017,300130569,voorkeursterm,donker roodachtig paars,roodachtig paars,,
300130584,800018018,300130584,voorkeursterm,zeer donker roodachtig paars,donker roodachtig paars,,
300130589,800018019,300130589,voorkeursterm,vaal roodachtig paars,roodachtig paars,,
300130593,800018020,300130593,voorkeursterm,grijsachtig roodachtig paars,roodachtig paars,,
300130602,800018021,300130602,voorkeursterm,violet,tussenliggende tinten blauw,,
300130603,800018022,300130603,voorkeursterm,helder violet,violet,,
300130612,800018023,300130612,voorkeursterm,hoogviolet,violet,,
300130625,800018024,300130625,voorkeursterm,sterk violet,violet,,
300130633,800018025,300130633,voorkeursterm,diep violet,violet,,
300130636,800018026,300130636,voorkeursterm,licht violet,violet,,
300130656,800018027,300130656,voorkeursterm,zeer licht violet,licht violet,,
300130761,800018028,300130761,voorkeursterm,matig violet,violet,,
300130773,800018029,300130773,voorkeursterm,donker violet,violet,,
300130782,800018030,300130782,voorkeursterm,bleekviolet,violet,,
300130790,800018031,300130790,voorkeursterm,zeer bleekviolet,bleekviolet,,
300130799,800018032,300130799,voorkeursterm,grijsachtig violet,violet,,
300130811,800018033,300130811,voorkeursterm,grijs,neutrale kleuren,,
300130813,800018034,300130813,voorkeursterm,lichtgrijs,grijs,,
300130828,800018035,300130828,voorkeursterm,middengrijs,grijs,,
300130854,800018036,300130854,voorkeursterm,donkergrijs,grijs,,
300130888,800018037,300130888,voorkeursterm,p'ai-lous,poortbouwconstructies,,
300130893,800018038,300130893,voorkeursterm,stedelijke gebieden,districten naar locatie of context,stedelijk gebied,stedelijk gebied
300130920,800018039,300130920,voorkeursterm,zwart,neutrale kleuren,,
300130942,800018040,300130942,voorkeursterm,zilverhalide,zilververbindingen,,
300130944,800018041,300130944,voorkeursterm,zilverbromide,zilverhalide,,
300130947,800018042,300130947,voorkeursterm,zilverjodide,zilverhalide,,
300130948,800018043,300130948,voorkeursterm,pijlwortel,stijfsel,,
300130950,800018044,300130950,voorkeursterm,cellulose triacetaat,cellulose acetaat,,
300130953,800018045,300130953,voorkeursterm,schermgevels,façades,schermgevel,schermgevel
300130954,800018046,300130954,voorkeursterm,agar-agar,organisch materiaal,,
300130959,800018047,300130959,voorkeursterm,warmtespanning,spanning,,
300130963,800018048,300130963,voorkeursterm,traptorens,torens,traptoren,traptoren
300130964,800018049,300130964,voorkeursterm,Queenston-kalksteen,dolostone,,
300130970,800018050,300130970,voorkeursterm,omgevingskunstenaars,kunstenaars,omgevingskunstenaar,omgevingskunstenaar
300131081,800018051,300131081,voorkeursterm,oliedoek,textielmaterialen naar afwerking,,
300131087,800018052,300131087,voorkeursterm,opzetkarton,benodigdheden voor inlijsten en monteren,,
300131091,800018053,300131091,voorkeursterm,omkeerpapier,fotopapier,,
300131093,800018054,300131093,voorkeursterm,omkeerfilm,fotografische film,,
300131095,800018055,300131095,voorkeursterm,diskfilm,fotografische film,,
300131098,800018056,300131098,voorkeursterm,zilverchloride,zilverhalide,,
300131099,800018057,300131099,voorkeursterm,kunstivoor,imitatiematerialen,,
300131101,800018058,300131101,voorkeursterm,conceptual art-kunstenaars,kunstenaars,conceptual art-kunstenaar,conceptual art-kunstenaar
300131105,800018059,300131105,voorkeursterm,zilverfosfaat,zilververbindingen,,
300131106,800018060,300131106,voorkeursterm,galeriehouders,directeuren,galeriehouder,galeriehouder
300131111,800018061,300131111,voorkeursterm,gescheiden,positionele kenmerken naar relatieve positie,,
300131119,800018062,300131119,voorkeursterm,drukkunst,beeldvervaardigingsprocedés en -technieken,,
300131140,800018063,300131140,voorkeursterm,daken naar vorm,daken,,
300131487,800018064,300131487,voorkeursterm,musea naar beheer,musea,,
300131495,800018065,300131495,voorkeursterm,eindhaltes,wegtransportgebouwen,eindhalte,eindhalte
300131647,800018066,300131647,voorkeursterm,Kleur,Facet Fysieke kenmerken,,
300131648,800018067,300131648,voorkeursterm,chromatische kleuren,kleuren,,
300131655,800018068,300131655,voorkeursterm,hotels,stadshuizen,hotel,hotel
300131766,800018069,300131766,voorkeursterm,demonteerbare tussenwanden,tussenwanden,demonteerbare tussenwand,demonteerbare tussenwand
300131774,800018070,300131774,voorkeursterm,deurkozijnen en deurkozijnonderdelen,deuropeningonderdelen,,
300131814,800018071,300131814,voorkeursterm,tongen,muuronderdelen naar vorm of functie,tong,tong
300131875,800018072,300131875,voorkeursterm,universiteitsbibliotheken,bibliotheken naar locatie of context,universiteitsbibliotheek,universiteitsbibliotheek
300131958,800018073,300131958,voorkeursterm,riolen naar functie,riolen,riool naar functie,riool naar functie
300132035,800018074,300132035,voorkeursterm,beweeglijke constructies,bouwconstructies naar eigenschap,beweeglijke constructie,beweeglijke constructie
300132089,800018075,300132089,voorkeursterm,steekbalken,balken naar locatie of context,steekbalk,steekbalk
300132112,800018076,300132112,voorkeursterm,stijgleidingen,pijpwerk,stijgleiding,stijgleiding
300132129,800018077,300132129,voorkeursterm,platforms,vloeren,platform,platform
300132180,800018078,300132180,voorkeursterm,hertogelijke paleizen,koninklijke paleizen,hertogelijk paleis,hertogelijk paleis
300132206,800018079,300132206,voorkeursterm,fenestellas,vensters naar locatie of context,fenestella,fenestella
300132217,800018080,300132217,voorkeursterm,netvormig maaswerk,streepjesmaaswerk,,
300132226,800018081,300132226,voorkeursterm,langsplannen,scheepsaanzichten,langsplan,langsplan
300132229,800018082,300132229,voorkeursterm,spantentekeningen,scheepsaanzichten,spantentekening,spantentekening
300132231,800018083,300132231,voorkeursterm,lijnenplannen,plannen met aanzicht,lijnenplan,lijnenplan
300132233,800018084,300132233,voorkeursterm,langsdoorsneden,langsdoorsneden,langsdoorsnede,langsdoorsnede
300132236,800018085,300132236,voorkeursterm,zeilplannen,scheepsaanzichten,zeilplan,zeilplan
300132238,800018086,300132238,voorkeursterm,tuigplannen,scheepsaanzichten,tuigplan,tuigplan
300132247,800018087,300132247,voorkeursterm,hertogen,edelmannen,hertog,hertog
300132249,800018088,300132249,voorkeursterm,zondagsscholen,scholen naar onderwerp,zondagsschool,zondagsschool
300132254,800018089,300132254,voorkeursterm,vazen,vaatwerk,vaas,vaas
300132256,800018090,300132256,voorkeursterm,stoomschepen,door externe verbrandingsmotor aangedreven vaartuigen,stoomschip,stoomschip
300132264,800018091,300132264,voorkeursterm,pochades,schetsen,pochade,pochade
300132266,800018092,300132266,voorkeursterm,esquisses,schetsen,esquisse,esquisse
300132294,800018093,300132294,voorkeursterm,natuurlandschappen,landschappen,natuurlandschap,natuurlandschap
300132303,800018094,300132303,voorkeursterm,bergmeertjes,meren,bergmeertje,bergmeertje
300132308,800018095,300132308,voorkeursterm,scriptoria,lees- en schrijfruimten,scriptorium,scriptorium
300132315,800018096,300132315,voorkeursterm,golven,wateren en onderdelen van water,golf,golf
300132316,800018097,300132316,voorkeursterm,baaien,wateren en onderdelen van water,baai,baai
300132317,800018098,300132317,voorkeursterm,kleine baaien,wateren en onderdelen van water,kleine baai,kleine baai
300132319,800018099,300132319,voorkeursterm,ijsbergen,wateren en onderdelen van water,ijsberg,ijsberg
300132320,800018100,300132320,voorkeursterm,pakijs,wateren en onderdelen van water,,
300132322,800018101,300132322,voorkeursterm,laagveengebieden,waterrijke gebieden,moerasgebied,moerasgebied
300132324,800018102,300132324,voorkeursterm,breuken,landschapsvorm,breuk,breuk
300132325,800018103,300132325,voorkeursterm,vulkanen,landschapsvorm,vulkaan,vulkaan
300132326,800018104,300132326,voorkeursterm,eskers,glaciale landschappen,esker,esker
300132327,800018105,300132327,voorkeursterm,kames,glaciale landschappen,kame,kame
300132328,800018106,300132328,voorkeursterm,fluviatiele landschapsvormen,landschapsvorm,fluviatiele landschapsvorm,fluviatiele landschapsvorm
300132329,800018107,300132329,voorkeursterm,strandwallen,fluviatiele landschapsvormen,strandwal,strandwal
300132330,800018108,300132330,voorkeursterm,verdronken landen,fluviatiele landschapsvormen,verdronken land,verdronken land
300132331,800018109,300132331,voorkeursterm,eolische aardoppervlakken,landschapsvorm,eolische aardoppervlakte,eolische aardoppervlakte
300132339,800018110,300132339,voorkeursterm,plateaus,landschapsvorm,plateau,plateau
300132341,800018111,300132341,voorkeursterm,zwinnen,landschapsvorm,zwin,zwin
300132348,800018112,300132348,voorkeursterm,zandbanken,landschapsvorm,zandbak,zandbak
300132350,800018113,300132350,voorkeursterm,laagland,landschapsvorm,,
300132351,800018114,300132351,voorkeursterm,zoutvlaktes,laagland,zoutvlakte,zoutvlakte
300132353,800018115,300132353,voorkeursterm,steile wanden,landschapsvorm,steile wand,steile wand
300132356,800018116,300132356,voorkeursterm,hellingen,landschapsvorm,helling,helling
300132360,800018117,300132360,voorkeursterm,planten,vegetatie,plant,plant
300132362,800018118,300132362,voorkeursterm,kamerplanten,interieurinrichting naar locatie of context,kamerplant,kamerplant
300132372,800018119,300132372,voorkeursterm,houtachtige planten,planten,houtachtige plant,houtachtige plant
300132375,800018120,300132375,voorkeursterm,kruidachtige planten,houtachtige planten,kruidachtige plant,kruidachtige plant
300132376,800018121,300132376,voorkeursterm,eenjarige planten,kruidachtige planten,eenjarige plant,eenjarige plant
300132378,800018122,300132378,voorkeursterm,bollen,kruidachtige planten,bol,bol
300132384,800018123,300132384,voorkeursterm,instellingsgebouwen,bouwwerken naar functie,,
300132397,800018124,300132397,voorkeursterm,grassoorten,kruidachtige planten,grassoort,grassoort
300132399,800018125,300132399,voorkeursterm,bloemen,kruidachtige planten,bloem,bloem
300132404,800018126,300132404,voorkeursterm,overblijvende planten,kruidachtige planten,overblijvende plant,overblijvende plant
300132406,800018127,300132406,voorkeursterm,wijnstokken,kruidachtige planten,wijnstok,wijnstok
300132407,800018128,300132407,voorkeursterm,struiken,houtachtige planten,struik,struik
300132410,800018129,300132410,voorkeursterm,bomen,houtachtige planten,boom,boom
300132412,800018130,300132412,voorkeursterm,bomen naar gebladerte,bomen,,
300132413,800018131,300132413,voorkeursterm,loofverliezende bomen,bomen naar gebladerte,loofverliezende boom,loofverliezende boom
300132417,800018132,300132417,voorkeursterm,groenblijvende bomen,bomen naar gebladerte,groenblijvende boom,groenblijvende boom
300132419,800018133,300132419,voorkeursterm,bomen naar locatie of context,bomen,,
300132421,800018134,300132421,voorkeursterm,kroondakbomen,bomen naar locatie of context,kroondakboom,kroondakboom
300132422,800018135,300132422,voorkeursterm,ondergroeibomen,bomen naar locatie of context,ondergroeiboom,ondergroeiboom
300132425,800018136,300132425,voorkeursterm,niet-houtachtige planten,planten,niet-houtachtige plant,niet-houtachtige plant
300132426,800018137,300132426,voorkeursterm,algen,niet-houtachtige planten,alg,alg
300132428,800018138,300132428,voorkeursterm,tweejarige planten,kruidachtige planten,tweejarige plant,tweejarige plant
300132431,800018139,300132431,voorkeursterm,varens,niet-houtachtige planten,varen,varen
300132433,800018140,300132433,voorkeursterm,fungi,niet-houtachtige planten,fungus,fungus
300132436,800018141,300132436,voorkeursterm,kruiden,niet-houtachtige planten,kruid,kruid
300132439,800018142,300132439,voorkeursterm,plantengemeenschappen,vegetatie,plantengemeenschap,plantengemeenschap
300132441,800018143,300132441,voorkeursterm,cultuurlandschappen naar functie,cultuurlandschappen,,
300108920,800016986,300108920,voorkeursterm,Takli,Kodiak,,
300108926,800016987,300108926,voorkeursterm,terugspringende steunberen,steunberen,terugspringende steunbeer,terugspringende steunbeer
300109010,800016988,300109010,voorkeursterm,precionistisch,moderne Noord-Amerikaanse kunststijlen en -stromingen,,
300109697,800016989,300109697,voorkeursterm,ongeneeslijk zieken,zieken,ongeneeslijk zieke,ongeneeslijk zieke
300109700,800016990,300109700,voorkeursterm,gelaagde dakbedekking,dakbedekking,,
300109703,800016991,300109703,voorkeursterm,inhuren,management,,
300109707,800016992,300109707,voorkeursterm,orgelschermen,schermen of hekken in christelijke religieuze gebouwen,orgelscherm,orgelscherm
300109710,800016993,300109710,voorkeursterm,stuwkamers,onderdelen van ventilatiesystemen,stuwkamer,stuwkamer
300109733,800016994,300109733,voorkeursterm,procedures,leermiddelen,procedure,procedure
300109737,800016995,300109737,voorkeursterm,kant-en-klaarcontracten,contracten naar vorm of functie,kant-en-klaarcontract,kant-en-klaarcontract
300109740,800016996,300109740,voorkeursterm,kroontjes,decoratieve muuronderdelen,kroontje,kroontje
300109756,800016997,300109756,voorkeursterm,vernieuwen,restauratieprocédés en -technieken,vernieuwd,vernieuwd
300109915,800016998,300109915,voorkeursterm,Hachiman,Japanse bouwstijlen,,
300109917,800016999,300109917,voorkeursterm,Kasuga,Japanse bouwstijlen,,
300109920,800017000,300109920,voorkeursterm,Nagare,Japanse bouwstijlen,,
300109922,800017001,300109922,voorkeursterm,Shinden,Japanse bouwstijlen,,
300109924,800017002,300109924,voorkeursterm,Shoin,Japanse bouwstijlen,,
300109926,800017003,300109926,voorkeursterm,Ko Kutani,Kutani,,
300109930,800017004,300109930,voorkeursterm,Saiko Kutani,Kutani,,
300110004,800017005,300110004,voorkeursterm,daken naar vorm : inwendige vorm,daken naar vorm,,
300110005,800017006,300110005,voorkeursterm,daken naar constructie: spant- en balkconstructie,daken naar constructie,,
300110008,800017007,300110008,voorkeursterm,daken naar constructie : dakspanten,daken naar constructie,,
300110170,800017008,300110170,voorkeursterm,Egyptische paleolithische perioden,Egyptische perioden,,
300110171,800017009,300110171,voorkeursterm,Sebilian,Egyptische paleolithische perioden,,
300110281,800017010,300110281,voorkeursterm,Kose-school,Japanse schilderstijlen,,
300110922,800017011,300110922,voorkeursterm,Chuguji,Japanse beeldhouwstijlen,,
300111002,800017012,300111002,voorkeursterm,mission stijl,Spanish Colonial Revival,,
300111078,800017013,300111078,voorkeursterm,stijlen en perioden naar algemeen tijdperk,Stijlen en Perioden {TOPTERM},stijl en periode naar algemeen tijdperk,stijl en periode naar algemeen tijdperk
300111079,800017014,300111079,voorkeursterm,stijlen en perioden naar streek,Stijlen en Perioden {TOPTERM},stijl en periode naar streek,stijl en periode naar streek
300111088,800017015,300111088,voorkeursterm,blokkelen,hoekverstevigingen,blokkeel,blokkeel
300111148,800017016,300111148,voorkeursterm,Europese stijlen en perioden,Europees,,
300111149,800017017,300111149,voorkeursterm,Europese landstreken,Europees,,
300111150,800017018,300111150,voorkeursterm,Albanees,Europese landstreken,,
300111153,800017019,300111153,voorkeursterm,Oostenrijks,Europese landstreken,,
300111156,800017020,300111156,voorkeursterm,Belgisch,Europese landstreken,,
300111159,800017021,300111159,voorkeursterm,Brits,Europese landstreken,,
300111163,800017022,300111163,voorkeursterm,Bulgaars,Europese landstreken,,
300111166,800017023,300111166,voorkeursterm,Tsjechisch,Europese landstreken,,
300111169,800017024,300111169,voorkeursterm,Scandinavisch,Europese landstreken,,
300111172,800017025,300111172,voorkeursterm,Deens,Scandinavisch,,
300111175,800017026,300111175,voorkeursterm,Hollands,Nederlands,,
300111178,800017027,300111178,voorkeursterm,Engels,Brits,,
300111181,800017028,300111181,voorkeursterm,Fins,Scandinavisch,,
300111184,800017029,300111184,voorkeursterm,Vlaams,Nederlands,,
300111188,800017030,300111188,voorkeursterm,Frans,Europese landstreken,,
300111192,800017031,300111192,voorkeursterm,Duits,Europese landstreken,,
300111195,800017032,300111195,voorkeursterm,Hongaars,Europese landstreken,,
300111198,800017033,300111198,voorkeursterm,Italiaans,Europese landstreken,,
300111201,800017034,300111201,voorkeursterm,Noors,Scandinavisch,,
300111204,800017035,300111204,voorkeursterm,Pools,Europese landstreken,,
300111207,800017036,300111207,voorkeursterm,Portugees,Europese landstreken,,
300111210,800017037,300111210,voorkeursterm,Roemeens,Europese landstreken,,
300111212,800017038,300111212,voorkeursterm,Schots,Brits,,
300111215,800017039,300111215,voorkeursterm,Spaans,Europese landstreken,,
300111218,800017040,300111218,voorkeursterm,Zweeds,Scandinavisch,,
300111221,800017041,300111221,voorkeursterm,Zwitsers,Europese landstreken,,
300111224,800017042,300111224,voorkeursterm,Regensburg,Duitse keramiekstijlen van renaissance en barok,,
300111225,800017043,300111225,voorkeursterm,Wels,Brits,,
300111228,800017044,300111228,voorkeursterm,Joegoslavisch,Europese landstreken,,
300111241,800017045,300111241,voorkeursterm,saraceens,de Islamitische wereld,,
300111259,800017046,300111259,voorkeursterm,Iers,Europese landstreken,,
300111264,800017047,300111264,voorkeursterm,combinatiefunderingen,voetingen,combinatiefundering,combinatiefundering
300111271,800017048,300111271,voorkeursterm,strookfunderingen,voetingen,strookfundering,strookfundering
300111276,800017049,300111276,voorkeursterm,Russisch,Europese landstreken,,
300111307,800017050,300111307,voorkeursterm,Laat-Middeleeuws,middeleeuws,,
300111457,800017051,300111457,voorkeursterm,moderne Europese keramiekstijlen,moderne Europese kunstnijverheidsstijlen en -stromingen,,
300111540,800017052,300111540,voorkeursterm,Fin-de-siècle,moderne Europese stijlen en stromingen,,
300111542,800017053,300111542,voorkeursterm,sickbuildingsyndroom,kwaal,,
300111544,800017054,300111544,voorkeursterm,pneumatisch gereedschap,elektrisch gereedschap,,
300111546,800017055,300111546,voorkeursterm,gebouwenbeheer,management,,
300111551,800017056,300111551,voorkeursterm,victory gardens,groentetuinen,victory garden,victory garden
300111554,800017057,300111554,voorkeursterm,spookhuizen,woonhuizen naar bewoners,spookhuis,spookhuis
300111557,800017058,300111557,voorkeursterm,Nieuwe Bouwen,moderne Europese bouwstijlen en -stromingen,nieuwe bouwen,nieuwe bouwen
300111559,800017059,300111559,voorkeursterm,pictorialistisch,moderne Europese kunststijlen en stromingen,pictorialisme,pictorialisme
300111580,800017060,300111580,voorkeursterm,sezession,moderne Europese stijlen en stromingen,,
300111588,800017061,300111588,voorkeursterm,aanwerven,management,,
300111593,800017062,300111593,voorkeursterm,lichte constructies,constructie naar vorm,,
300111597,800017063,300111597,voorkeursterm,stormbestendige constructies,constructie naar functie,,
300111602,800017064,300111602,voorkeursterm,prefabricatie,constructie naar vorm,pregefabriceerd,pregefabriceerd
300111604,800017065,300111604,voorkeursterm,modulaire constructies,constructie naar vorm,modulair,modulair
300111605,800017066,300111605,voorkeursterm,Spatialistisch,beeldende kunststijlen en stromingen na 1945,,
300111612,800017067,300111612,voorkeursterm,brandwerende constructie,constructie naar functie,brandwerend,brandwerend
300111618,800017068,300111618,voorkeursterm,moderne Russische kunststijlen en -stromingen,moderne Russische stijlen en stromingen,,
300111619,800017069,300111619,voorkeursterm,houten constructie,constructie naar vorm,,
300111636,800017070,300111636,voorkeursterm,schaalconstructie,constructie naar vorm,,
300111640,800017071,300111640,voorkeursterm,samengestelde constructie,constructie naar vorm,,
300111645,800017072,300111645,voorkeursterm,constructie met dragende huid,lichte constructies,,
300111648,800017073,300111648,voorkeursterm,sandwichconstructie,lichte constructies,,
300111652,800017074,300111652,voorkeursterm,bomvrije constructie,constructie naar functie,,
300111664,800017075,300111664,voorkeursterm,geoxygeneerd oplosmiddel,oplosmiddel naar samenstelling of herkomst,,
300111665,800017076,300111665,voorkeursterm,koolwaterstofsolvent,oplosmiddel naar samenstelling of herkomst,,
300111666,800017077,300111666,voorkeursterm,oplosmiddel naar functie,oplosmiddel,,
300111667,800017078,300111667,voorkeursterm,oplosmiddel naar samenstelling of herkomst,oplosmiddel,,
300111669,800017079,300111669,voorkeursterm,hexaan,koolwaterstofsolvent,,
300111672,800017080,300111672,voorkeursterm,heptaan,koolwaterstofsolvent,,
300111817,800017081,300111817,voorkeursterm,Wu,Chinese schilderstijlen,,
300111871,800017082,300111871,voorkeursterm,lunchrooms,eet- en drinkruimten,lunchroom,lunchroom
300111885,800017083,300111885,voorkeursterm,postkokers,stortkokers,postkoker,postkoker
300111907,800017084,300111907,voorkeursterm,middeleeuwse stijlen en perioden,Europese stijlen en perioden,,
300111912,800017085,300111912,voorkeursterm,Noord-Europese middeleeuwse stijlen,middeleeuwse regionale stijlen,Noord-Europese middeleeuwse stijl,Noord-Europese middeleeuwse stijl
300111915,800017086,300111915,voorkeursterm,Zuid-Europese Middeleeuwse stijlen,middeleeuwse regionale stijlen,Zuid-Europese Middeleeuwse stijl,Zuid-Europese Middeleeuwse stijl
300111916,800017087,300111916,voorkeursterm,openbare gebouwen naar functie,openbare gebouwen,,
300111951,800017088,300111951,voorkeursterm,Precolumbiaanse Panamese aardewerkstijlen,Precolumbiaanse Panamese stijlen,Precolumbiaanse Panamese aardewerkstijl,Precolumbiaanse Panamese aardewerkstijl
300111952,800017089,300111952,voorkeursterm,Guacamayo,Precolumbiaanse Panamese aardewerkstijlen,,
300111959,800017090,300111959,voorkeursterm,Ingekerfd,Precolumbiaanse Panamese aardewerkstijlen,,
300111961,800017091,300111961,voorkeursterm,wijwaterbakken,meubilair van christelijke religieuze gebouwen,wijwaterbak,wijwaterbak
300111978,800017092,300111978,voorkeursterm,lathhouses,tuinbouwgebouwen,lathhouse,lathhouse
300111981,800017093,300111981,voorkeursterm,luchtdichtheid,ondoordringbaarheidskenmerken en eigenschappen,,
300111985,800017094,300111985,voorkeursterm,verfraaiing,ontwikkeling,,
300111987,800017095,300111987,voorkeursterm,weerbestendigheid,ondoordringbaarheidskenmerken en eigenschappen,,
300111990,800017096,300111990,voorkeursterm,leys,archeologische sites,leys,leys
300111998,800017097,300111998,voorkeursterm,architectuur- en ontwerpstijlen en -stromingen van na 1945,internationale stijlen en stromingen na 1945,,
300111999,800017098,300111999,voorkeursterm,publicaties,soorten documenten naar productieomstandigheden,publicatie,publicatie
300112003,800017099,300112003,voorkeursterm,uitscheurvellen,informatiedragers naar fysieke vorm,uitscheurvel,uitscheurvel
300112007,800017100,300112007,voorkeursterm,open tuindagen,tentoonstellingen,open tuindag,open tuindag
300112013,800017101,300112013,voorkeursterm,abolitionisten,hervormers,abolitionist,abolitionist
300112017,800017102,300112017,voorkeursterm,stichters,personen naar activiteit,stichter,stichter
300112020,800017103,300112020,voorkeursterm,tuinclubs,clubs,tuinclub,tuinclub
300112028,800017104,300112028,voorkeursterm,genealogen,personen in beroepen met betrekking tot geschiedenis,geneaolog,geneaolog
300112031,800017105,300112031,voorkeursterm,hoveniers,landbouwkundigen,hovenier,hovenier
300112034,800017106,300112034,voorkeursterm,naturalisten,personen in beroepen met betrekking tot de wetenschap,naturalist,naturalist
