record - recordId,record - aatNedId,record - subjectId,record - status,record - pt,record - bt,record - uf,record - eq
300036852,800011283,300036852,voorkeursterm,vizieren,kledingonderdelen,vizier,vizier
300036853,800011284,300036853,voorkeursterm,blaasbalgvizieren,vizieren,blaasbalgvizier,blaasbalgvizier
300036854,800011285,300036854,voorkeursterm,puntvizieren,vizieren,puntvizier,puntvizier
300036863,800011286,300036863,voorkeursterm,lanssteunen,borststukonderdelen,lanssteun,lanssteun
300036866,800011287,300036866,voorkeursterm,schouderstukken,persoonlijke wapenrusting: armen,schouderstuk,schouderstuk
300036868,800011288,300036868,voorkeursterm,ijzeren schoenen,persoonlijke wapenrusting: benen,ijzeren schoen,ijzeren schoen
300036869,800011289,300036869,voorkeursterm,schilden,harnassen naar vorm,schild,schild
300036874,800011290,300036874,voorkeursterm,beukelaars,schilden,beukelaar,beukelaar
300036876,800011291,300036876,voorkeursterm,pavesen,schilden,,
300036879,800011292,300036879,voorkeursterm,rondschilden,schilden,rondschild,rondschild
300036881,800011293,300036881,voorkeursterm,ijzeren handbeschermers,stokwapenonderdelen,ijzeren handbeschermer,ijzeren handbeschermer
300036893,800011294,300036893,voorkeursterm,liesbeschermers,persoonlijke wapenrusting: benen,liesbeschermer,liesbeschermer
300036900,800011295,300036900,voorkeursterm,paardenharnasstukken,dierenuitrusting,,
300036905,800011296,300036905,voorkeursterm,shaffrons,paardenharnasstukken,shaffron,shaffron
300036909,800011297,300036909,voorkeursterm,halve paardenhoofdbeschermers,shaffrons,halve paardenhoofdbeschermer,halve paardenhoofdbeschermer
300036921,800011298,300036921,voorkeursterm,halsbeschermers,paardenharnasstukken,halsbeschermer,halsbeschermer
300036922,800011299,300036922,voorkeursterm,staartriemen,dierenuitrusting,staartriem,staartriem
300036923,800011300,300036923,voorkeursterm,sporen,been- of voetaccessoires,spoor,spoor
300036924,800011301,300036924,voorkeursterm,sporen met wiel,sporen,spoor met wiel,spoor met wiel
300036925,800011302,300036925,voorkeursterm,staartbeschermers,paardenharnasstukken,staartbeschermer,staartbeschermer
300036926,800011303,300036926,voorkeursterm,wapens,Wapens en Munitie {TOPTERM},wapen,wapen
300036928,800011304,300036928,voorkeursterm,munitie,Wapens en Munitie {TOPTERM},,
300036930,800011305,300036930,voorkeursterm,pijlkokers,houders naar vorm,pijlkoker,pijlkoker
300036931,800011306,300036931,voorkeursterm,geschut,vuurwapens,,
300036934,800011307,300036934,voorkeursterm,ballista's,projectiellanceerders met niet-explosief voortstuwingsmiddel,ballista,ballista
300036935,800011308,300036935,voorkeursterm,bazooka's,raketwerpers,bazooka,bazooka
300036936,800011309,300036936,voorkeursterm,kanonnen,geschut naar vorm,kanon,kanon
300036937,800011310,300036937,voorkeursterm,demi-cannons,kanonnen,demi-cannon,demi-cannon
300036938,800011311,300036938,voorkeursterm,pedreros,kanonnen,pedrero,pedrero
300036939,800011312,300036939,voorkeursterm,serpentijnen,kanonnen,serpentijn,serpentijn
300036942,800011313,300036942,voorkeursterm,culverins,kanonnen,culverin,culverin
300036943,800011314,300036943,voorkeursterm,demi-culverins,culverins,demi-culverin,demi-culverin
300036944,800011315,300036944,voorkeursterm,valkenetten,kanonnen,valkenet,valkenet
300036945,800011316,300036945,voorkeursterm,falconetten,kanonnen,falconet,falconet
300036947,800011317,300036947,voorkeursterm,luchtdoelgeschut,geschut naar functie,,
300036948,800011318,300036948,voorkeursterm,antitankgeschut,geschut naar functie,,
300036949,800011319,300036949,voorkeursterm,veldgeschut,geschut naar locatie of context,,
300036950,800011320,300036950,voorkeursterm,vestinggeschut,geschut naar locatie of context,,
300036951,800011321,300036951,voorkeursterm,Gatling-geweren,machinegeweren,Gatling-geweer,Gatling-geweer
300036952,800011322,300036952,voorkeursterm,spoorweggeschut,geschut naar locatie of context,,
300036953,800011323,300036953,voorkeursterm,zonder terugslag,bedieningskenmerken: vuurwapens,,
300036954,800011324,300036954,voorkeursterm,kustgeschut,geschut naar locatie of context,,
300036955,800011325,300036955,voorkeursterm,belegeringsgeschut,geschut naar functie,,
300036956,800011326,300036956,voorkeursterm,gemechaniseerd geschut,geschut naar vorm,,
300036958,800011327,300036958,voorkeursterm,houwitsers,geschut naar vorm,houwitser,houwitser
300036960,800011328,300036960,voorkeursterm,minions,culverins,minion,minion
300036961,800011329,300036961,voorkeursterm,mortieren,geschut naar vorm,mortier,mortier
300036965,800011330,300036965,voorkeursterm,stormrammen,slagwapens,stormram,stormram
300036966,800011331,300036966,voorkeursterm,getrokken geschut,geschut naar vorm,,
300036969,800011332,300036969,voorkeursterm,robinets,culverins,robinet,robinet
300036970,800011333,300036970,voorkeursterm,sakers,culverins,saker,saker
300036972,800011334,300036972,voorkeursterm,blijden,projectiellanceerders met niet-explosief voortstuwingsmiddel,blijde,blijde
300036973,800011335,300036973,voorkeursterm,blanke wapens,wapens,blank wapen,blank wapen
300036975,800011336,300036975,voorkeursterm,angons,werpsperen,angon,angon
300036976,800011337,300036976,voorkeursterm,pijlen,projectielen met niet-explosieve voorstuwing,pijl,pijl
300036979,800011338,300036979,voorkeursterm,pijlonderdelen,projectielwapenonderdelen,pijlonderdeel,pijlonderdeel
300036982,800011339,300036982,voorkeursterm,bijlen,blanke wapens,bijl,bijl
300036983,800011340,300036983,voorkeursterm,strijdbijlen,bijlen,strijdbijl,strijdbijl
300036987,800011341,300036987,voorkeursterm,pollaxes,stokwapens,pollaxe,pollaxe
300036989,800011342,300036989,voorkeursterm,bardiches,pollaxes,bardiche,bardiche
300036990,800011343,300036990,voorkeursterm,bajonetten,blanke wapens,bajonet,bajonet
300036991,800011344,300036991,voorkeursterm,dolkbajonetten,bajonetten,dolkbajonet,dolkbajonet
300036992,800011345,300036992,voorkeursterm,plugbajonetten,bajonetten,plugbajonet,plugbajonet
300036993,800011346,300036993,voorkeursterm,sokkelbajonetten,bajonetten,sokkelbajonet,sokkelbajonet
300036994,800011347,300036994,voorkeursterm,sabelbajonetten,bajonetten,sabelbajonet,sabelbajonet
300036996,800011348,300036996,voorkeursterm,paardenschenders,stokwapens,paardenschender,paardenschender
300036997,800011349,300036997,voorkeursterm,blaasroeren,projectiellanceerders met niet-explosief voortstuwingsmiddel,blaasroer,blaasroer
300036998,800011350,300036998,voorkeursterm,bola's,projectielen met niet-explosieve voorstuwing,bola,bola
300036999,800011351,300036999,voorkeursterm,bogen,projectiellanceerders met niet-explosief voortstuwingsmiddel,boog,boog
300037000,800011352,300037000,voorkeursterm,kruisbogen,bogen,kruisboog,kruisboog
300037001,800011353,300037001,voorkeursterm,lange bogen,bogen,lange boog,lange boog
300037003,800011354,300037003,voorkeursterm,vuistwapens,blanke wapens,vuistwapen,vuistwapen
300037005,800011355,300037005,voorkeursterm,banderilla's,pijltjes,banderilla,banderilla
300037006,800011356,300037006,voorkeursterm,Schotse dolken,messen,Schotse dolk,Schotse dolk
300037010,800011357,300037010,voorkeursterm,hellebaarden,stokwapens,hellebaard,hellebaard
300037011,800011358,300037011,voorkeursterm,harpoenen,blanke wapens,harpoen,harpoen
300037019,800011359,300037019,voorkeursterm,werpsperen,speren naar vorm,werpspeer,werpspeer
300037021,800011361,300037021,voorkeursterm,bowiemessen,messen,bowiemes,bowiemes
300037026,800011362,300037026,voorkeursterm,werpmessen,projectielen met niet-explosieve voorstuwing,werpmes,werpmes
300037029,800011363,300037029,voorkeursterm,lansen,speren naar vorm,lans,lans
300037032,800011364,300037032,voorkeursterm,partizanen,ceremoniële wapens,partizaan,partizaan
300037033,800011365,300037033,voorkeursterm,pieken,speren naar vorm,piek,piek
300037035,800011366,300037035,voorkeursterm,enterpieken,pieken,enterpiek,enterpiek
300037036,800011367,300037036,voorkeursterm,ponjaards,dolken,ponjaard,ponjaard
300037038,800011368,300037038,voorkeursterm,speren,stokwapens,speer,speer
300037044,800011369,300037044,voorkeursterm,vissperen,speren naar functie,visspeer,visspeer
300037047,800011370,300037047,voorkeursterm,spontons,officierspieken,sponton,sponton
300037048,800011371,300037048,voorkeursterm,zwaarden,blanke wapens,zwaard,zwaard
300037049,800011372,300037049,voorkeursterm,blanke gevestwapens naar vorm,zwaarden,blank gevestwapen naar vorm,blank gevestwapen naar vorm
300037050,800011373,300037050,voorkeursterm,houwdegens,blanke gevestwapens naar vorm,houwdegen,houwdegen
300037053,800011374,300037053,voorkeursterm,claymores,houwdegens,claymore,claymore
300037055,800011375,300037055,voorkeursterm,houwers,blanke gevestwapens naar vorm,houwer,houwer
300037058,800011376,300037058,voorkeursterm,dolken,blanke wapens,dolk,dolk
300037062,800011377,300037062,voorkeursterm,basilards,dolken,basilard,basilard
300037063,800011378,300037063,voorkeursterm,cinquedeas,dolken,cinquedea,cinquedea
300037065,800011379,300037065,voorkeursterm,oordolken,dolken,oordolk,oordolk
300037067,800011380,300037067,voorkeursterm,klootdolken,dolken,klootdolk,klootdolk
300037069,800011381,300037069,voorkeursterm,Landsknechtdolken,dolken,landsknechtdolk,landsknechtdolk
300037070,800011382,300037070,voorkeursterm,pareerdolken,dolken,pareerdolk,pareerdolk
300037073,800011383,300037073,voorkeursterm,stilleto's,dolken,stilleto,stilleto
300037075,800011384,300037075,voorkeursterm,kanonniersdolken,stilleto's,kanonniersdolk,kanonniersdolk
300037076,800011385,300037076,voorkeursterm,klingbrekers,onderdelen van blanke wapens,klingbreker,klingbreker
300037079,800011386,300037079,voorkeursterm,falchions,blanke gevestwapens naar vorm,falchion,falchion
300037084,800011387,300037084,voorkeursterm,sash swords,blanke gevestwapens naar vorm,sash sword,sash sword
300037085,800011388,300037085,voorkeursterm,rapieren,blanke gevestwapens naar vorm,rapier,rapier
300037086,800011389,300037086,voorkeursterm,sabels,blanke gevestwapens naar vorm,sabel,sabel
300037089,800011390,300037089,voorkeursterm,kromsabels,sabels,kromsabel,kromsabel
300037091,800011391,300037091,voorkeursterm,sierdegens,blanke gevestwapens naar vorm,sierdegen,sierdegen
300037094,800011392,300037094,voorkeursterm,steekzwaarden,blanke gevestwapens naar functie,steekzwaard,steekzwaard
300037095,800011393,300037095,voorkeursterm,estocs,rapieren,estoc,estoc
300037099,800011394,300037099,voorkeursterm,tweehanders,blanke gevestwapens naar vorm,tweehander,tweehander
300037100,800011395,300037100,voorkeursterm,blanke gevestwapens naar functie,zwaarden,blank gevestwapen naar functie,blank gevestwapen naar functie
300037101,800011396,300037101,voorkeursterm,ceremoniële zwaarden,ceremoniële wapens,ceremonieel zwaard,ceremonieel zwaard
300037105,800011397,300037105,voorkeursterm,jachtzwaarden,blanke gevestwapens naar functie,jachtzwaard,jachtzwaard
300037106,800011398,300037106,voorkeursterm,boar-spear swords,jachtzwaarden,boar-spear sword,boar-spear sword
300037109,800011399,300037109,voorkeursterm,tomahawks,bijlen,tomahawk,tomahawk
300037110,800011400,300037110,voorkeursterm,onderdelen van blanke wapens,wapenonderdelen,onderdeel van blank wapen,onderdeel van blank wapen
300037117,800011401,300037117,voorkeursterm,koppen,onderdelen naar algemene context,kop,kop
300037118,800011402,300037118,voorkeursterm,speerpunten,stokwapenonderdelen,speerpunt,speerpunt
300037119,800011403,300037119,voorkeursterm,gevesten,onderdelen van blanke wapens,gevest,gevest
300037121,800011404,300037121,voorkeursterm,komgevesten,gevesten,komgevest,komgevest
300037122,800011405,300037122,voorkeursterm,gevesten met S-vormige pareerstang,gevesten,gevest met S-vormige pareerstang,gevest met S-vormige pareerstang
300037126,800011406,300037126,voorkeursterm,zadelknoppen,knoppen,zadelknop,zadelknop
300037127,800011407,300037127,voorkeursterm,pareerstangen,onderdelen van blanke wapens,pareerstang,pareerstang
300037130,800011408,300037130,voorkeursterm,vuistbeugels,beugels,vuistbeugel,vuistbeugel
300037132,800011409,300037132,voorkeursterm,beugels boven de stootplaat,onderdelen van blanke wapens,beugel boven de stootplaat,beugel boven de stootplaat
300037139,800011410,300037139,voorkeursterm,schedes,foedralen,schede,schede
300037147,800011411,300037147,voorkeursterm,pareerplaten,beugels,pareerplaat,pareerplaat
300037148,800011412,300037148,voorkeursterm,vuurwapens,projectielwapens met explosief voortstuwingsmiddel,vuurwapen,vuurwapen
300037150,800011413,300037150,voorkeursterm,draagbare vuurwapens,vuurwapens,draagbaar vuurwapen,draagbaar vuurwapen
300037153,800011414,300037153,voorkeursterm,hagelgeweren,schoudervuurwapens,hagelgeweer,hagelgeweer
300037156,800011415,300037156,voorkeursterm,draagbare vuurwapens naar vorm,draagbare vuurwapens,draagbaar vuurwapen naar vorm,draagbaar vuurwapen naar vorm
300037158,800011416,300037158,voorkeursterm,vuistvuurwapens,draagbare vuurwapens naar vorm,vuistvuurwapen,vuistvuurwapen
300037160,800011417,300037160,voorkeursterm,pistolen,vuistvuurwapens,pistool,pistool
300037163,800011418,300037163,voorkeursterm,spreidlooppistolen,pistolen naar vorm,spreidlooppistool,spreidlooppistool
300037165,800011419,300037165,voorkeursterm,duelleerpistolen,pistolen naar functie,duelleerpistool,duelleerpistool
300037166,800011420,300037166,voorkeursterm,ruiterpistolen,pistolen naar vorm,ruiterpistool,ruiterpistool
300037168,800011421,300037168,voorkeursterm,belt pistols,zakpistolen,belt pistol,belt pistol
300037169,800011422,300037169,voorkeursterm,zakpistolen,pistolen naar vorm,zakpistool,zakpistool
300037173,800011423,300037173,voorkeursterm,revolvers,draagbare vuurwapens naar vorm,revolver,revolver
300037179,800011424,300037179,voorkeursterm,musketten,schoudervuurwapens,musket,musket
300037181,800011425,300037181,voorkeursterm,geweren,schoudervuurwapens,geweer,geweer
300037183,800011426,300037183,voorkeursterm,American long rifles,geweren,American long rifle,American long rifle
300037189,800011427,300037189,voorkeursterm,sloten,sloten en slotonderdelen,slot,slot
300037190,800011428,300037190,voorkeursterm,vuursteensloten,snaphaansloten,vuursteenslot,vuursteenslot
300037192,800011429,300037192,voorkeursterm,lontsloten,sloten,lontslot,lontslot
300037194,800011430,300037194,voorkeursterm,radsloten,sloten,radslot,radslot
300037196,800011431,300037196,voorkeursterm,automatisch,zelfladend,,
300037197,800011432,300037197,voorkeursterm,achterladend,bedieningskenmerken: vuurwapens,,
300037199,800011433,300037199,voorkeursterm,voorladend,bedieningskenmerken: vuurwapens,,
300037200,800011434,300037200,voorkeursterm,halfautomatisch,zelfladend,,
300037201,800011435,300037201,voorkeursterm,draagbare vuurwapens naar functie,draagbare vuurwapens,draagbaar vuurwapen naar functie,draagbaar vuurwapen naar functie
300037204,800011436,300037204,voorkeursterm,wapenonderdelen,onderdelen naar specifieke context,wapenonderdeel,wapenonderdeel
300037206,800011437,300037206,voorkeursterm,knuppels,slagwapens,knuppel,knuppel
300037208,800011438,300037208,voorkeursterm,knobkerries,knuppels,knobkerrie,knobkerrie
300037212,800011439,300037212,voorkeursterm,boksbeugels,vuistwapens,boksbeugel,boksbeugel
300037214,800011440,300037214,voorkeursterm,goedendags,knuppels,goedendag,goedendag
300037216,800011441,300037216,voorkeursterm,slingers,projectiellanceerders met niet-explosief voortstuwingsmiddel,slinger,slinger
300037217,800011442,300037217,voorkeursterm,katapulten,projectiellanceerders met niet-explosief voortstuwingsmiddel,katapult,katapult
300037219,800011443,300037219,voorkeursterm,werpstokken,projectielen met niet-explosieve voorstuwing,werpstok,werpstok
300037220,800011444,300037220,voorkeursterm,boemerangs,werpstokken,boemerang,boemerang
300037221,800011445,300037221,voorkeursterm,Ruilmiddelen {TOPTERM},Visuele en verbale communicatie,,
300037222,800011446,300037222,voorkeursterm,munten,geld naar vorm,munt,munt
300037223,800011447,300037223,voorkeursterm,munten naar herkomst,munten,munt naar herkomst,munt naar herkomst
300037231,800011448,300037231,voorkeursterm,Maria Theresia-daalders,talers,Maria Theresia-daalder,Maria Theresia-daalder
300037238,800011449,300037238,voorkeursterm,écu's,laat-westerse wereldmunten naar coupure,écu,écu
300037239,800011450,300037239,voorkeursterm,florijnen,laat-westerse wereldmunten naar coupure,florijn,florijn
300037240,800011451,300037240,voorkeursterm,gros tournois,laat-westerse wereldmunten naar coupure,,
300037241,800011452,300037241,voorkeursterm,testons,laat-westerse wereldmunten naar coupure,teston,teston
300037245,800011453,300037245,voorkeursterm,decadrachmen,drachme munten,decadrachme,decadrachme
300037247,800011454,300037247,voorkeursterm,didrachmen,drachme munten,didrachme,didrachme
300037251,800011455,300037251,voorkeursterm,obolen,vroeg-westerse wereldmunten naar coupure,obool,obool
300037252,800011456,300037252,voorkeursterm,solidi,vroeg-westerse wereldmunten naar coupure,solidus,solidus
300037254,800011457,300037254,voorkeursterm,tetradrachmen,drachme munten,tetradrachme,tetradrachme
300037256,800011458,300037256,voorkeursterm,triobolen,vroeg-westerse wereldmunten naar coupure,triobool,triobool
300037257,800011459,300037257,voorkeursterm,Islamitische munten,munten naar herkomst,,
300037258,800011460,300037258,voorkeursterm,dirhams,Islamitische munten,dirham,dirham
300037265,800011461,300037265,voorkeursterm,centenionales,vroeg-westerse wereldmunten naar coupure,centenionale,centenionale
300037266,800011462,300037266,voorkeursterm,denarii,as munten,denarius,denarius
300037267,800011463,300037267,voorkeursterm,dupondii,as munten,dupondius,dupondius
300037268,800011464,300037268,voorkeursterm,folles,vroeg-westerse wereldmunten naar coupure,follis,follis
300037269,800011465,300037269,voorkeursterm,quinarii,vroeg-westerse wereldmunten naar coupure,quinarius,quinarius
300037270,800011466,300037270,voorkeursterm,sestertii,as munten,sestertius,sestertius
300037271,800011467,300037271,voorkeursterm,siliquae,vroeg-westerse wereldmunten naar coupure,siliqua,siliqua
300037273,800011468,300037273,voorkeursterm,dubloenen,laat-westerse wereldmunten naar naamsomschrijving,dubloen,dubloen
300037275,800011469,300037275,voorkeursterm,realen,laat-westerse wereldmunten naar coupure,reaal,reaal
300037277,800011470,300037277,voorkeursterm,dollarcentstukken,centstukken,dollarcentstuk,dollarcentstuk
300037279,800011471,300037279,voorkeursterm,dimes,centstukken,dime,dime
300037280,800011472,300037280,voorkeursterm,dollars,dollarmuntstukken,dollar,dollar
300037283,800011473,300037283,voorkeursterm,halve-dollarcentstukken,centstukken,halve-dollarcentstuk,halve-dollarcentstuk
300037284,800011474,300037284,voorkeursterm,halve eagles,dollarmuntstukken,halve eagle,halve eagle
300037285,800011475,300037285,voorkeursterm,half dimes,centstukken,half dime,half dime
300037289,800011476,300037289,voorkeursterm,kwart dollars,centstukken,kwart dollar,kwart dollar
300037291,800011477,300037291,voorkeursterm,kwart eagles,dollarmuntstukken,kwart eagle,kwart eagle
300037293,800011478,300037293,voorkeursterm,bracteaten,munten naar vorm of techniek,bracteat,bracteat
300037295,800011479,300037295,voorkeursterm,kronen,shillingmuntstukken,kroon,kroon
300037297,800011480,300037297,voorkeursterm,dinars,Islamitische munten,dinar,dinar
300037302,800011481,300037302,voorkeursterm,pagodes,Aziatische munten naar naam van de muntsoort,pagode,pagode
300037305,800011482,300037305,voorkeursterm,testoni,laat-westerse wereldmunten naar coupure,,
300037306,800011483,300037306,voorkeursterm,munten naar functie,munten,munt naar functie,munt naar functie
300037316,800011484,300037316,voorkeursterm,geld,Ruilmiddelen {TOPTERM},,
300037320,800011485,300037320,voorkeursterm,zegels,Ruilmiddelen {TOPTERM},zegel,zegel
300037321,800011486,300037321,voorkeursterm,postzegels,zegels,postzegel,postzegel
300037327,800011487,300037327,voorkeursterm,schelpengeld,geld naar materiaal,,
300037334,800011488,300037334,voorkeursterm,penningen,Ruilmiddelen {TOPTERM},penning,penning
300037335,800011489,300037335,voorkeursterm,Interieurinrichting {TOPTERM},Gebruiksartikelen en Uitrusting,,
300037336,800011490,300037336,voorkeursterm,interieurinrichting,Interieurinrichting {TOPTERM},,
300037342,800011491,300037342,voorkeursterm,interieurinrichting naar vorm of functie,interieurinrichting,,
300037348,800011492,300037348,voorkeursterm,zeilen,vloerbedekkingen,zeil,zeil
300037353,800011493,300037353,voorkeursterm,muurbedekkingen,bedekkingen en voorhangen voor oppervlakte-elementen,muurbedekking,muurbedekking
300037366,800011494,300037366,voorkeursterm,behang,muurbedekkingen naar vorm,,
300037448,800011495,300037448,voorkeursterm,panoramabehang,behang naar patroon of motief,,
300037472,800011496,300037472,voorkeursterm,drapery papers,behang naar patroon of motief,drapery paper,drapery paper
300037486,800011497,300037486,voorkeursterm,houtvezelbehangen,behang naar oppervlaktebehandeling,houtvezelbehang,houtvezelbehang
300037523,800011498,300037523,voorkeursterm,rainbow papers,behang naar patroon of motief,rainbow paper,rainbow paper
300037560,800011499,300037560,voorkeursterm,linoleumbehang Walton,muurbedekkingen met reliëf,,
300037564,800011500,300037564,voorkeursterm,gordijnen,bedekkingen en voorhangen voor openingen,gordijn,gordijn
300037581,800011501,300037581,voorkeursterm,verlichtingsmiddelen,interieurinrichting naar vorm of functie,verlichtingsmiddel,verlichtingsmiddel
300037583,800011502,300037583,voorkeursterm,kaarsenstandaarden,kaarsen en kaarshouders,kaarsenstandaard,kaarsenstandaard
300037584,800011503,300037584,voorkeursterm,kandelabers,kaarsenstandaarden,kandelaber,kandelaber
300037585,800011504,300037585,voorkeursterm,girandes,kaarsenstandaarden,girande,girande
300037588,800011505,300037588,voorkeursterm,kandelaars,kaarsenstandaarden,kandelaar,kandelaar
300037589,800011506,300037589,voorkeursterm,muurhouders,verlichtingsmiddelen naar vorm,muurhouder,muurhouder
300037591,800011507,300037591,voorkeursterm,pektoortsen,verlichtingsmiddelen naar vorm,pektoorts,pektoorts
300037592,800011508,300037592,voorkeursterm,lampen,verlichtingsmiddelen naar vorm,lamp,lamp
300037593,800011509,300037593,voorkeursterm,lampen naar vorm,lampen,,
300037595,800011510,300037595,voorkeursterm,betty lamps,wick support lamps,betty lamp,betty lamp
300037599,800011511,300037599,voorkeursterm,crusies,lontkanaallampen,crusie,crusie
300037601,800011512,300037601,voorkeursterm,tuitlampen,lampen naar vorm,tuitlamp,tuitlamp
300037602,800011513,300037602,voorkeursterm,kyals,tuitlampen,kyal,kyal
300037604,800011514,300037604,voorkeursterm,Argandlampen,verticale pitlampen,Argandlamp,Argandlamp
300037606,800011515,300037606,voorkeursterm,astraallampen,Argandlampen,astraallamp,astraallamp
300037607,800011516,300037607,voorkeursterm,sinumbra's,Argandlampen,sinumbra,sinumbra
300037608,800011517,300037608,voorkeursterm,Carcellampen,mechanische lampen,Carcellamp,Carcellamp
300037610,800011518,300037610,voorkeursterm,Rumfordlampen,verticale pitlampen,Rumfordlamp,Rumfordlamp
300037612,800011519,300037612,voorkeursterm,stootvaste lampen,verticale pitlampen,stootvaste lamp,stootvaste lamp
300037615,800011520,300037615,voorkeursterm,lampen naar functie,lampen,,
300037618,800011521,300037618,voorkeursterm,studentenlampen,lampen naar functie,studentenlamp,studentenlamp
300037619,800011522,300037619,voorkeursterm,lampen naar ontwerp,lampen,,
300037621,800011523,300037621,voorkeursterm,hanglampen,lampen naar ontwerp,hanglamp,hanglamp
300037622,800011524,300037622,voorkeursterm,kroonluchters,verlichtingsmiddelen naar vorm,kroonluchter,kroonluchter
300037623,800011525,300037623,voorkeursterm,recessed luminaires,lampen naar ontwerp,recessed luminaire,recessed luminaire
300037626,800011526,300037626,voorkeursterm,lampen naar verlichtingsmethoden,lampen,,
300037627,800011527,300037627,voorkeursterm,vetlampen,lampen naar verlichtingsmethoden,vetlamp,vetlamp
300037630,800011528,300037630,voorkeursterm,olielampen,lampen naar verlichtingsmethoden,olielamp,olielamp
300037631,800011529,300037631,voorkeursterm,walvisolielampen,olielampen,walvisolielamp,walvisolielamp
300037632,800011530,300037632,voorkeursterm,reuzellampen,lampen naar verlichtingsmethoden,reuzellamp,reuzellamp
300037635,800011531,300037635,voorkeursterm,camphene lamps,lampen naar verlichtingsmethoden,camphene lamp,camphene lamp
300037637,800011532,300037637,voorkeursterm,gasontladingslampen,lampen naar vorm,gasontladingslamp,gasontladingslamp
300037638,800011533,300037638,voorkeursterm,petroleumlampen,lampen naar verlichtingsmethoden,petroleumlamp,petroleumlamp
300037639,800011534,300037639,voorkeursterm,gaslampen,lampen naar verlichtingsmethoden,gaslamp,gaslamp
300037640,800011535,300037640,voorkeursterm,elektrische lampen,lampen (onderdelen) naar vorm,elektrische lamp,elektrische lamp
300037641,800011536,300037641,voorkeursterm,lampen naar locatie of context,lampen,,
300037643,800011537,300037643,voorkeursterm,vloerlampen,lampen naar locatie of context: plaatsing,vloerlamp,vloerlamp
300037644,800011538,300037644,voorkeursterm,tafellampen,lampen naar locatie of context: plaatsing,tafellamp,tafellamp
300037646,800011539,300037646,voorkeursterm,muurlampen,lampen naar locatie of context: plaatsing,muurlamp,muurlamp
300037647,800011540,300037647,voorkeursterm,lantaarns,verlichtingsmiddelen naar vorm,lantaarn,lantaarn
300037649,800011541,300037649,voorkeursterm,bieskaarsenhouders,bieskaarsen en bieskaarsenhouders,bieskaarsenhouder,bieskaarsenhouder
300037650,800011542,300037650,voorkeursterm,spaanderhouders,spanen en spanenhouders,spaanhouder,spaanhouder
300037651,800011543,300037651,voorkeursterm,kraagkandelaars,kaarsenstandaarden,kraagkandelaar,kraagkandelaar
300037652,800011544,300037652,voorkeursterm,fakkels,fakkels en fakkelhouders,fakkel,fakkel
300037653,800011545,300037653,voorkeursterm,onderdelen van verlichtingsmiddelen,Interieurinrichtingsonderdelen,onderdeel van verlichtingsmiddel,onderdeel van verlichtingsmiddel
300037654,800011546,300037654,voorkeursterm,kaarsen,kaarsen en kaarshouders,kaars,kaars
300037659,800011547,300037659,voorkeursterm,windlichten,onderdelen van verlichtingsmiddelen,windlicht,windlicht
300037661,800011548,300037661,voorkeursterm,lampenkappen,onderdelen van verlichtingsmiddelen,lampenkap,lampenkap
300037663,800011549,300037663,voorkeursterm,lampen,onderdelen van verlichtingsmiddelen,lamp,lamp
300037666,800011550,300037666,voorkeursterm,fluorescentielampen,ontladingslampen,fluorescentielamp,fluorescentielamp
300037668,800011551,300037668,voorkeursterm,dompers,onderdelen van verlichtingsmiddelen,domper,domper
300037671,800011552,300037671,voorkeursterm,interieurinrichting naar locatie of context,interieurinrichting,,
300037680,800011553,300037680,voorkeursterm,meubilair,interieurinrichting naar vorm of functie,,
300037682,800011554,300037682,voorkeursterm,spiegels,interieurinrichting naar vorm of functie,spiegel,spiegel
300037690,800011555,300037690,voorkeursterm,spiegelglazen,spiegels,spiegelglas,spiegelglas
300037700,800011556,300037700,voorkeursterm,schoorsteenspiegels,wandspiegels,schoorsteenspiegel,schoorsteenspiegel
300037709,800011557,300037709,voorkeursterm,toiletspiegels,spiegels naar locatie of context,toiletspiegel,toiletspiegel
300037715,800011558,300037715,voorkeursterm,girandole spiegels,spiegels naar vorm: lijst,girandole spiegel,girandole spiegel
300037719,800011559,300037719,voorkeursterm,penantspiegels,wandspiegels,penantspiegel,penantspiegel
300037737,800011560,300037737,voorkeursterm,schermen,meubilair naar vorm of functie,scherm,scherm
300037741,800011561,300037741,voorkeursterm,kaarsenschermen,schermen,kaarsenscherm,kaarsenscherm
300037744,800011562,300037744,voorkeursterm,écrans à secrétaire,writing fire screens,écran à secrétaire,écran à secrétaire
300037745,800011563,300037745,voorkeursterm,vuurschermen,schermen,vuurscherm,vuurscherm
300037747,800011564,300037747,voorkeursterm,cheval fire screens,vuurschermen,cheval fire screen,cheval fire screen
300037748,800011565,300037748,voorkeursterm,extension fire screens,vuurschermen,extension fire screen,extension fire screen
300037749,800011566,300037749,voorkeursterm,vouwbare haardschermen,vuurschermen,vouwbaar haardscherm,vouwbaar haardscherm
300037752,800011567,300037752,voorkeursterm,pole screens,vuurschermen,pole screen,pole screen
300037758,800011568,300037758,voorkeursterm,sliding fire screens,vuurschermen,sliding fire screen,sliding fire screen
300037769,800011569,300037769,voorkeursterm,zitmeubels,meubilair naar vorm of functie,zitmeubel,zitmeubel
300037771,800011570,300037771,voorkeursterm,eenpersoonszitmeubels,zitmeubels,,
300037772,800011571,300037772,voorkeursterm,stoelen,eenpersoonszitmeubels,stoel,stoel
