ODIS_ID,ODIS URI,RECORD_OMSCHRIJVING,Soort_N,Waarde_N
188,http://www.odis.be/lnk/PS_188,Justin Peeters (1832-1925),F4N2,"Peeters-Lacroix, Justin"
188,http://www.odis.be/lnk/PS_188,Justin Peeters (1832-1925),F4N5,"Peeters-Lacroix, Justin"
188,http://www.odis.be/lnk/PS_188,Justin Peeters (1832-1925),F5N1,"Peeters-Verellen, Justijn"
188,http://www.odis.be/lnk/PS_188,Justin Peeters (1832-1925),F5N2,"Peeters-Verellen, Justin"
188,http://www.odis.be/lnk/PS_188,Justin Peeters (1832-1925),F5N5,"Peeters-Verellen, Justin"
189,http://www.odis.be/lnk/PS_189,François Van de Leemput (1822-1869),F1N1,"Van de Leemput, Frans"
189,http://www.odis.be/lnk/PS_189,François Van de Leemput (1822-1869),F1N5,"Van de Leemput, Jean"
189,http://www.odis.be/lnk/PS_189,François Van de Leemput (1822-1869),F4N1,"Vande Leemput, Frans"
189,http://www.odis.be/lnk/PS_189,François Van de Leemput (1822-1869),F4N5,"Vande Leemput, Jean"
191,http://www.odis.be/lnk/PS_191,Constant Segers (1825-1887),F1N1,"Segers, Constant"
191,http://www.odis.be/lnk/PS_191,Constant Segers (1825-1887),F1N5,"Segers, Constantinus"
192,http://www.odis.be/lnk/PS_192,Pierre Van Gestel (1836-1891),F1N5,"Van Gestel, Pierre"
192,http://www.odis.be/lnk/PS_192,Pierre Van Gestel (1836-1891),F4N5,"Van Gestel-Struyf, Pierre"
193,http://www.odis.be/lnk/PS_193,Constant Lambrechts (1827-1902),F1N1,"Lambrechts, Constant"
193,http://www.odis.be/lnk/PS_193,Constant Lambrechts (1827-1902),F1N5,"Lambrechts, Constantinus"
194,http://www.odis.be/lnk/PS_194,Jan De Cleer (1826-1899),F1N1,"De Cleer, Jan"
194,http://www.odis.be/lnk/PS_194,Jan De Cleer (1826-1899),F1N2,"De Cleer, Jean"
194,http://www.odis.be/lnk/PS_194,Jan De Cleer (1826-1899),F1N5,"De Cleer, Joannes"
195,http://www.odis.be/lnk/PS_195,Guillaume Van de Velde (1825-1901),F1N1,"Van de Velde, Guillaume"
195,http://www.odis.be/lnk/PS_195,Guillaume Van de Velde (1825-1901),F1N2,"Van de Velde, Willem"
195,http://www.odis.be/lnk/PS_195,Guillaume Van de Velde (1825-1901),F1N5,"Van de Velde, Guillielmus"
195,http://www.odis.be/lnk/PS_195,Guillaume Van de Velde (1825-1901),F2N1,"Vandevelde, Guillaume"
195,http://www.odis.be/lnk/PS_195,Guillaume Van de Velde (1825-1901),F2N2,"Vandevelde, Willem"
195,http://www.odis.be/lnk/PS_195,Guillaume Van de Velde (1825-1901),F2N5,"Vandevelde, Guillielmus"
196,http://www.odis.be/lnk/PS_196,Frans Van Boghout (1830-1897),F1N1,"Van Boghout, Frans"
196,http://www.odis.be/lnk/PS_196,Frans Van Boghout (1830-1897),F1N5,"Van Boghout, Joannes"
197,http://www.odis.be/lnk/PS_197,Charles Agie (1806-1863),F1N1,"Agie, Karel"
197,http://www.odis.be/lnk/PS_197,Charles Agie (1806-1863),F1N5,"Agie, Charles"
198,http://www.odis.be/lnk/PS_198,Leo de Craene,F1N1,"de Craene, Leo"
198,http://www.odis.be/lnk/PS_198,Leo de Craene,F4N1,"de Crane d'Aertselaer, Leo"
199,http://www.odis.be/lnk/PS_199,Octave van Ertborn (1839-1909),F1N1,"van Ertborn, Octaaf"
199,http://www.odis.be/lnk/PS_199,Octave van Ertborn (1839-1909),F1N2,"van Ertborn, Octave"
199,http://www.odis.be/lnk/PS_199,Octave van Ertborn (1839-1909),F1N5,"van Ertborn, Octave"
200,http://www.odis.be/lnk/PS_200,Petrus Reypens (1840-1899),F1N1,"Reypens, Peter Jan"
200,http://www.odis.be/lnk/PS_200,Petrus Reypens (1840-1899),F1N5,"Reypens, Petrus"
201,http://www.odis.be/lnk/PS_201,François Thys (1816-1869),F1N1,"Thys, François"
201,http://www.odis.be/lnk/PS_201,François Thys (1816-1869),F1N2,"Thys, Frans"
201,http://www.odis.be/lnk/PS_201,François Thys (1816-1869),F1N5,"Thys, François"
201,http://www.odis.be/lnk/PS_201,François Thys (1816-1869),F4N1,"Thijs, François"
201,http://www.odis.be/lnk/PS_201,François Thys (1816-1869),F4N2,"Thijs, Frans"
201,http://www.odis.be/lnk/PS_201,François Thys (1816-1869),F4N5,"Thijs, François"
202,http://www.odis.be/lnk/PS_202,Egied Mertens (1824-1896),F1N1,"Mertens, Egide"
202,http://www.odis.be/lnk/PS_202,Egied Mertens (1824-1896),F1N2,"Mertens, Egied"
202,http://www.odis.be/lnk/PS_202,Egied Mertens (1824-1896),F1N5,"Mertens, Egidius"
203,http://www.odis.be/lnk/PS_203,Jan Van den Bril (1827-1904),F1N1,"Lannie, Jan"
203,http://www.odis.be/lnk/PS_203,Jan Van den Bril (1827-1904),F1N5,"Lannie, Joannes"
203,http://www.odis.be/lnk/PS_203,Jan Van den Bril (1827-1904),F2N1,"Van den Bril, Jan"
203,http://www.odis.be/lnk/PS_203,Jan Van den Bril (1827-1904),F2N5,"Van den Bril, Joannes"
204,http://www.odis.be/lnk/PS_204,Petrus Kenis (1816-1873),F1N1,"Kenis, Pierre"
204,http://www.odis.be/lnk/PS_204,Petrus Kenis (1816-1873),F1N5,"Kenis, Petrus"
205,http://www.odis.be/lnk/PS_205,Albert Montens (1825-1896),F1N1,"Montens, Albert"
205,http://www.odis.be/lnk/PS_205,Albert Montens (1825-1896),F1N2,"Montens, Albrecht"
205,http://www.odis.be/lnk/PS_205,Albert Montens (1825-1896),F1N5,"Montens, Albertus"
205,http://www.odis.be/lnk/PS_205,Albert Montens (1825-1896),F4N1,"Montens d'Oosterwyck, Albert"
205,http://www.odis.be/lnk/PS_205,Albert Montens (1825-1896),F4N2,"Montens d'Oosterwyck, Albrecht"
205,http://www.odis.be/lnk/PS_205,Albert Montens (1825-1896),F4N5,"Montens d'Oosterwyck, Albertus"
206,http://www.odis.be/lnk/PS_206,Frédéric de Gilman de Zevenbergen (1820-1894),F1N1,"de Gilman, Alfried"
206,http://www.odis.be/lnk/PS_206,Frédéric de Gilman de Zevenbergen (1820-1894),F1N5,"de Gilman, Frédéric"
206,http://www.odis.be/lnk/PS_206,Frédéric de Gilman de Zevenbergen (1820-1894),F2N1,"de Gilman de Zevenbergen, Alfried"
206,http://www.odis.be/lnk/PS_206,Frédéric de Gilman de Zevenbergen (1820-1894),F2N5,"de Gilman de Zevenbergen, Frédéric"
207,http://www.odis.be/lnk/PS_207,Charles du Bois de Vroylande (1835-1888),F1N1,"du Bois, Karel"
207,http://www.odis.be/lnk/PS_207,Charles du Bois de Vroylande (1835-1888),F1N5,"du Bois, Charles"
207,http://www.odis.be/lnk/PS_207,Charles du Bois de Vroylande (1835-1888),F2N1,"du Bois de Vroylande, Karel"
207,http://www.odis.be/lnk/PS_207,Charles du Bois de Vroylande (1835-1888),F2N5,"du Bois de Vroylande, Charles"
208,http://www.odis.be/lnk/PS_208,Philibert Verhaghen (1824-1892),F1N1,"Verhaghen, Philibert"
208,http://www.odis.be/lnk/PS_208,Philibert Verhaghen (1824-1892),F1N5,"Verhaghen, Philibertus"
208,http://www.odis.be/lnk/PS_208,Philibert Verhaghen (1824-1892),F4N1,"Verhaeghen, Philibert"
208,http://www.odis.be/lnk/PS_208,Philibert Verhaghen (1824-1892),F4N5,"Verhaeghen, Philibertus"
209,http://www.odis.be/lnk/PS_209,François Xavier De Pauw (1814-1890),F1N1,"De Pauw, François Xavier"
209,http://www.odis.be/lnk/PS_209,François Xavier De Pauw (1814-1890),F1N2,"De Pauw, Frans-Xaverius"
209,http://www.odis.be/lnk/PS_209,François Xavier De Pauw (1814-1890),F1N5,"De Pauw, François"
210,http://www.odis.be/lnk/PS_210,Louis Goddyn (1815-1900),F1N5,"Goddyn, Louis"
210,http://www.odis.be/lnk/PS_210,Louis Goddyn (1815-1900),F4N5,"Goddijn, Louis"
211,http://www.odis.be/lnk/PS_211,Jean Baptiste Van den Wiele-Van den Nieuwenhuysen (1799-1877),F1N1,"Van den Wiele, Jan"
211,http://www.odis.be/lnk/PS_211,Jean Baptiste Van den Wiele-Van den Nieuwenhuysen (1799-1877),F1N2,"Van den Wiele, Jean Baptiste"
211,http://www.odis.be/lnk/PS_211,Jean Baptiste Van den Wiele-Van den Nieuwenhuysen (1799-1877),F1N5,"Van den Wiele, Jean Baptiste"
211,http://www.odis.be/lnk/PS_211,Jean Baptiste Van den Wiele-Van den Nieuwenhuysen (1799-1877),F4N1,"Van den Wiele-Van den Nieuwenhuysen, Jan"
211,http://www.odis.be/lnk/PS_211,Jean Baptiste Van den Wiele-Van den Nieuwenhuysen (1799-1877),F4N2,"Van den Wiele-Van den Nieuwenhuysen, Jean Baptiste"
211,http://www.odis.be/lnk/PS_211,Jean Baptiste Van den Wiele-Van den Nieuwenhuysen (1799-1877),F4N5,"Van den Wiele-Van den Nieuwenhuysen, Jean Baptiste"
212,http://www.odis.be/lnk/PS_212,Léon Verhaegen (1820-1878),F1N1,"Verhaegen, Leo"
212,http://www.odis.be/lnk/PS_212,Léon Verhaegen (1820-1878),F1N2,"Verhaegen, Léon"
212,http://www.odis.be/lnk/PS_212,Léon Verhaegen (1820-1878),F1N5,"Verhaegen, Leon"
212,http://www.odis.be/lnk/PS_212,Léon Verhaegen (1820-1878),F4N1,"Verhagen, Leo"
212,http://www.odis.be/lnk/PS_212,Léon Verhaegen (1820-1878),F4N2,"Verhagen, Léon"
212,http://www.odis.be/lnk/PS_212,Léon Verhaegen (1820-1878),F4N5,"Verhagen, Leon"
213,http://www.odis.be/lnk/PS_213,François De Keersmaecker (1822-1885),F1N1,"De Keersmaecker, François"
213,http://www.odis.be/lnk/PS_213,François De Keersmaecker (1822-1885),F1N2,"De Keersmaecker, Frans"
213,http://www.odis.be/lnk/PS_213,François De Keersmaecker (1822-1885),F1N5,"De Keersmaecker, Franciscus"
214,http://www.odis.be/lnk/PS_214,Leopold de Meester (1825-1885),F1N1,"de Meester, Leopold"
214,http://www.odis.be/lnk/PS_214,Leopold de Meester (1825-1885),F1N5,"de Meester, Leopoldus"
215,http://www.odis.be/lnk/PS_215,Jules Vermeulen (1807-1873),F1N1,"Vermeulen, Jules"
215,http://www.odis.be/lnk/PS_215,Jules Vermeulen (1807-1873),F1N2,"Vermeulen, Julius"
215,http://www.odis.be/lnk/PS_215,Jules Vermeulen (1807-1873),F1N5,"Vermeulen, Julien"
216,http://www.odis.be/lnk/PS_216,Louis Wellens (1811-1875),F1N5,"Wellens, Louis"
217,http://www.odis.be/lnk/PS_217,François De Vooght (1812-1873),F1N1,"De Vooght, Frans"
217,http://www.odis.be/lnk/PS_217,François De Vooght (1812-1873),F1N5,"De Vooght, François"
218,http://www.odis.be/lnk/PS_218,August Reypens (1842-1902),F1N1,"Reypens, August"
218,http://www.odis.be/lnk/PS_218,August Reypens (1842-1902),F1N5,"Reypens, Augustus"
219,http://www.odis.be/lnk/PS_219,Joannes Van Deuren (1798-1871),F1N1,"Van Deuren, Jan"
219,http://www.odis.be/lnk/PS_219,Joannes Van Deuren (1798-1871),F1N5,"Van Deuren, Joannes"
220,http://www.odis.be/lnk/PS_220,Gustave Verhaeren-de Bock (1817-1888),F1N1,"Verhaeren, Gustaaf"
220,http://www.odis.be/lnk/PS_220,Gustave Verhaeren-de Bock (1817-1888),F1N5,"Verhaeren, Gustave"
220,http://www.odis.be/lnk/PS_220,Gustave Verhaeren-de Bock (1817-1888),F4N1,"Verhaeren-de Bock, Gustaaf"
220,http://www.odis.be/lnk/PS_220,Gustave Verhaeren-de Bock (1817-1888),F4N5,"Verhaeren-de Bock, Gustave"
221,http://www.odis.be/lnk/PS_221,Maurice de Buisseret Steenbecque de Blarenghien (1831-1888),F1N5,"De Buisseret, Maurice"
221,http://www.odis.be/lnk/PS_221,Maurice de Buisseret Steenbecque de Blarenghien (1831-1888),F2N5,"de Buisseret Steenbecque de Blarenghien, Maurice"
221,http://www.odis.be/lnk/PS_221,Maurice de Buisseret Steenbecque de Blarenghien (1831-1888),F4N5,"de Buisseret Steenbecque, Maurice"
222,http://www.odis.be/lnk/PS_222,Jan de Fierlant (1829-1910),F1N1,"De Fierlant, Jan"
222,http://www.odis.be/lnk/PS_222,Jan de Fierlant (1829-1910),F1N5,"De Fierlant, Joannes"
222,http://www.odis.be/lnk/PS_222,Jan de Fierlant (1829-1910),F4N1,"de Fierlant, Jan"
222,http://www.odis.be/lnk/PS_222,Jan de Fierlant (1829-1910),F4N5,"de Fierlant, Joannes"
222,http://www.odis.be/lnk/PS_222,Jan de Fierlant (1829-1910),F5N1,"de Fierlant d'Esscheloo, Jan"
222,http://www.odis.be/lnk/PS_222,Jan de Fierlant (1829-1910),F5N5,"de Fierlant d'Esscheloo, Joannes"
223,http://www.odis.be/lnk/PS_223,Jan Roest (1829-1908),F1N1,"Roest, Jan"
223,http://www.odis.be/lnk/PS_223,Jan Roest (1829-1908),F1N5,"Roest, Joannes"
224,http://www.odis.be/lnk/PS_224,Henri Dierckx (1832-1911),F1N1,"Dierckx, Hendrik"
224,http://www.odis.be/lnk/PS_224,Henri Dierckx (1832-1911),F1N2,"Dierckx, Henri"
224,http://www.odis.be/lnk/PS_224,Henri Dierckx (1832-1911),F1N5,"Dierckx, Henricus"
225,http://www.odis.be/lnk/PS_225,Ferdinand van Reynegom de Buzet (1828-1878),F1N5,"van Reynegom de Buzet, Ferdinand"
225,http://www.odis.be/lnk/PS_225,Ferdinand van Reynegom de Buzet (1828-1878),F4N5,"Van Reynegom, Ferdinand"
226,http://www.odis.be/lnk/PS_226,Eugène Vaes (1827-1904),F1N1,"Vaes, Eugeen"
226,http://www.odis.be/lnk/PS_226,Eugène Vaes (1827-1904),F1N5,"Vaes, Eugène"
227,http://www.odis.be/lnk/PS_227,Max Bausart (1841-1915),F1N1,"Bausart, Max"
227,http://www.odis.be/lnk/PS_227,Max Bausart (1841-1915),F1N5,"Bausart, Maximilianus"
228,http://www.odis.be/lnk/PS_228,Alfons Schooffs (1844-1904),F1N1,"Schooffs, Alfons"
228,http://www.odis.be/lnk/PS_228,Alfons Schooffs (1844-1904),F1N2,"Schooffs, Alphonse"
228,http://www.odis.be/lnk/PS_228,Alfons Schooffs (1844-1904),F1N5,"Schooffs, Casimirus"
228,http://www.odis.be/lnk/PS_228,Alfons Schooffs (1844-1904),F4N1,"Schoofs, Alfons"
228,http://www.odis.be/lnk/PS_228,Alfons Schooffs (1844-1904),F4N2,"Schoofs, Alphonse"
228,http://www.odis.be/lnk/PS_228,Alfons Schooffs (1844-1904),F4N5,"Schoofs, Casimirus"
229,http://www.odis.be/lnk/PS_229,Jozef Van Eynde (1825-1871),F1N1,"Van Eynde, Joseph"
229,http://www.odis.be/lnk/PS_229,Jozef Van Eynde (1825-1871),F1N2,"Van Eynde, Jozef"
229,http://www.odis.be/lnk/PS_229,Jozef Van Eynde (1825-1871),F1N5,"Van Eynde, Josephus"
230,http://www.odis.be/lnk/PS_230,Jacques Thielens (1819-1888),F1N5,"Thielens, Jacques"
231,http://www.odis.be/lnk/PS_231,Frédéric de Laet (1846-1909),F1N1,"de Laet, Frédéric"
231,http://www.odis.be/lnk/PS_231,Frédéric de Laet (1846-1909),F1N2,"de Laet, Frederik"
231,http://www.odis.be/lnk/PS_231,Frédéric de Laet (1846-1909),F1N5,"de Laet, Fredericus"
231,http://www.odis.be/lnk/PS_231,Frédéric de Laet (1846-1909),F4N1,"De Laet, Frédéric"
231,http://www.odis.be/lnk/PS_231,Frédéric de Laet (1846-1909),F4N2,"De Laet, Frederik"
231,http://www.odis.be/lnk/PS_231,Frédéric de Laet (1846-1909),F4N5,"De Laet, Fredericus"
233,http://www.odis.be/lnk/PS_233,Dominicus Dox (1812-1883),F1N1,"Dox, Dominicus"
233,http://www.odis.be/lnk/PS_233,Dominicus Dox (1812-1883),F1N2,"Dox, Dominique"
233,http://www.odis.be/lnk/PS_233,Dominicus Dox (1812-1883),F1N5,"Dox, Dominique"
234,http://www.odis.be/lnk/PS_234,Jan Baptist Boeckmans (1792-1880),F1N1,"Boeckmans, Jan Baptist"
234,http://www.odis.be/lnk/PS_234,Jan Baptist Boeckmans (1792-1880),F1N5,"Boeckmans, Joannes Baptista"
236,http://www.odis.be/lnk/PS_236,François Beeckmans-de Favereau (1815-1874),F1N1,"Beeckmans, François"
236,http://www.odis.be/lnk/PS_236,François Beeckmans-de Favereau (1815-1874),F1N2,"Beeckmans, Frans"
236,http://www.odis.be/lnk/PS_236,François Beeckmans-de Favereau (1815-1874),F1N5,"Beeckmans, François"
236,http://www.odis.be/lnk/PS_236,François Beeckmans-de Favereau (1815-1874),F4N1,"Beeckmans-de Favereau, François"
236,http://www.odis.be/lnk/PS_236,François Beeckmans-de Favereau (1815-1874),F4N2,"Beeckmans-de Favereau, Frans"
236,http://www.odis.be/lnk/PS_236,François Beeckmans-de Favereau (1815-1874),F4N5,"Beeckmans-de Favereau, François"
237,http://www.odis.be/lnk/PS_237,Georges Cogels (1809-1888),F1N1,"Cogels, Joris"
237,http://www.odis.be/lnk/PS_237,Georges Cogels (1809-1888),F1N5,"Cogels, Georges"
238,http://www.odis.be/lnk/PS_238,Jean Florus (1840-1905),F1N1,"Florus, Jan"
238,http://www.odis.be/lnk/PS_238,Jean Florus (1840-1905),F1N2,"Florus, Jean"
238,http://www.odis.be/lnk/PS_238,Jean Florus (1840-1905),F1N5,"Florus, Joannes"
239,http://www.odis.be/lnk/PS_239,Auguste Delbeke (1853-1921),F1N1,"Delbeke, August"
239,http://www.odis.be/lnk/PS_239,Auguste Delbeke (1853-1921),F1N2,"Delbeke, Auguste"
239,http://www.odis.be/lnk/PS_239,Auguste Delbeke (1853-1921),F1N5,"Delbeke, Augustus"
240,http://www.odis.be/lnk/PS_240,Emiel Descamps (1846-),F1N1,"Descamps, Emiel"
240,http://www.odis.be/lnk/PS_240,Emiel Descamps (1846-),F1N5,"Descamps, Emile"
241,http://www.odis.be/lnk/PS_241,Henri De Beaune (1853-),F1N1,"De Beaune, Henri"
241,http://www.odis.be/lnk/PS_241,Henri De Beaune (1853-),F1N5,"De Beaune, Petrus"
241,http://www.odis.be/lnk/PS_241,Henri De Beaune (1853-),F2N1,"Huet, Henri"
241,http://www.odis.be/lnk/PS_241,Henri De Beaune (1853-),F2N5,"Huet, Petrus"
242,http://www.odis.be/lnk/PS_242,Antoon Lize (1840-1878),F1N1,"Lize, Antoon"
242,http://www.odis.be/lnk/PS_242,Antoon Lize (1840-1878),F1N5,"Lize, Antonius"
243,http://www.odis.be/lnk/PS_243,Florent Van Olffen (1833-1904),F1N1,"Van Olffen, Florent"
243,http://www.odis.be/lnk/PS_243,Florent Van Olffen (1833-1904),F1N5,"Van Olffen, Florentinus"
244,http://www.odis.be/lnk/PS_244,Karel De Preter (1850-1914),F1N1,"De Preter, Charles"
244,http://www.odis.be/lnk/PS_244,Karel De Preter (1850-1914),F1N2,"De Preter, Karel"
244,http://www.odis.be/lnk/PS_244,Karel De Preter (1850-1914),F1N5,"De Preter, Carolus"
245,http://www.odis.be/lnk/PS_245,Stanislas Haine (1840-1921),F1N1,"Haine, Stanislas"
245,http://www.odis.be/lnk/PS_245,Stanislas Haine (1840-1921),F1N5,"Haine, Aloysius"
246,http://www.odis.be/lnk/PS_246,Ferdinand Coosemans (1821-1895),F1N5,"Coosemans, Ferdinand"
247,http://www.odis.be/lnk/PS_247,Joseph Domus (1814-1890),F1N1,"Domus, Jozef"
247,http://www.odis.be/lnk/PS_247,Joseph Domus (1814-1890),F1N5,"Domus, Gilbert"
248,http://www.odis.be/lnk/PS_248,Jos Jaminé (1855-1918),F1N1,"Jaminé, Jos"
248,http://www.odis.be/lnk/PS_248,Jos Jaminé (1855-1918),F1N2,"Jaminé, Joseph"
248,http://www.odis.be/lnk/PS_248,Jos Jaminé (1855-1918),F1N3,"Jaminé, Jozef"
248,http://www.odis.be/lnk/PS_248,Jos Jaminé (1855-1918),F1N5,"Jaminé, Franciscus"
249,http://www.odis.be/lnk/PS_249,Egide Masquelier (1842-1913),F1N1,"Masquelier, Egide"
249,http://www.odis.be/lnk/PS_249,Egide Masquelier (1842-1913),F1N5,"Masquelier, Egidius"
250,http://www.odis.be/lnk/PS_250,Edward Dujardin (1817-1889),F1N1,"Dujardin, Edouard"
250,http://www.odis.be/lnk/PS_250,Edward Dujardin (1817-1889),F1N2,"Dujardin, Edward"
250,http://www.odis.be/lnk/PS_250,Edward Dujardin (1817-1889),F1N5,"Dujardin, Eduardus"
250,http://www.odis.be/lnk/PS_250,Edward Dujardin (1817-1889),F4N1,"Du Jardin, Edouard"
250,http://www.odis.be/lnk/PS_250,Edward Dujardin (1817-1889),F4N2,"Du Jardin, Edward"
250,http://www.odis.be/lnk/PS_250,Edward Dujardin (1817-1889),F4N5,"Du Jardin, Eduardus"
251,http://www.odis.be/lnk/PS_251,Charles Servais (1828-1892),F1N1,"Servais, Charles"
251,http://www.odis.be/lnk/PS_251,Charles Servais (1828-1892),F1N2,"Servais, Karel"
251,http://www.odis.be/lnk/PS_251,Charles Servais (1828-1892),F1N5,"Servais, Carolus"
254,http://www.odis.be/lnk/PS_254,August Gervais (1860-),F1N1,"Gervais, August"
254,http://www.odis.be/lnk/PS_254,August Gervais (1860-),F1N2,"Gervais, Auguste"
254,http://www.odis.be/lnk/PS_254,August Gervais (1860-),F1N5,"Gervais, Augustus"
255,http://www.odis.be/lnk/PS_255,Petrus Smolders (1824-1893),F1N1,"Smolders, Pieter Jan"
255,http://www.odis.be/lnk/PS_255,Petrus Smolders (1824-1893),F1N5,"Smolders, Petrus"
256,http://www.odis.be/lnk/PS_256,Charles Sheridan (1854-),F1N1,"Sheridan, Charles"
256,http://www.odis.be/lnk/PS_256,Charles Sheridan (1854-),F1N2,"Sheridan, Karel"
256,http://www.odis.be/lnk/PS_256,Charles Sheridan (1854-),F1N5,"Sheridan, Carolus"
257,http://www.odis.be/lnk/PS_257,Cornelis Kennes (1833-1897),F1N1,"Kennes, Cornelis"
257,http://www.odis.be/lnk/PS_257,Cornelis Kennes (1833-1897),F1N5,"Kennes, Cornelius"
258,http://www.odis.be/lnk/PS_258,Jozef Stroybant (1829-1881),F1N1,"Stroybant, Jozef"
258,http://www.odis.be/lnk/PS_258,Jozef Stroybant (1829-1881),F1N5,"Stroybant, Josephus"
259,http://www.odis.be/lnk/PS_259,Henri van Havre (1835-1901),F1N1,"van Havre, Hendrik"
259,http://www.odis.be/lnk/PS_259,Henri van Havre (1835-1901),F1N2,"van Havre, Henri"
259,http://www.odis.be/lnk/PS_259,Henri van Havre (1835-1901),F1N5,"van Havre, Henricus"
260,http://www.odis.be/lnk/PS_260,Lodewijk Moorkens (1843-1904),F1N1,"Moorkens, Lodewijk"
260,http://www.odis.be/lnk/PS_260,Lodewijk Moorkens (1843-1904),F1N2,"Moorkens, Louis"
260,http://www.odis.be/lnk/PS_260,Lodewijk Moorkens (1843-1904),F1N5,"Moorkens, Ludovicus"
261,http://www.odis.be/lnk/PS_261,Alexis Mols (1853-1923),F1N1,"Mols, Alexandre"
261,http://www.odis.be/lnk/PS_261,Alexis Mols (1853-1923),F1N2,"Mols, Alexis"
261,http://www.odis.be/lnk/PS_261,Alexis Mols (1853-1923),F1N5,"Mols, Alexius"
262,http://www.odis.be/lnk/PS_262,Louis Moentack (1845-1912),F1N1,"Moentack, Lodewijk"
262,http://www.odis.be/lnk/PS_262,Louis Moentack (1845-1912),F1N2,"Moentack, Louis"
262,http://www.odis.be/lnk/PS_262,Louis Moentack (1845-1912),F1N5,"Moentack, Ludovicus"
263,http://www.odis.be/lnk/PS_263,Henricus Stuyck (1828-1896),F1N1,"Stuyck, Hendrik"
263,http://www.odis.be/lnk/PS_263,Henricus Stuyck (1828-1896),F1N5,"Stuyck, Henricus"
264,http://www.odis.be/lnk/PS_264,Louis Nieuwland (1850-1929),F1N1,"Nieuwland, Lodewijk"
264,http://www.odis.be/lnk/PS_264,Louis Nieuwland (1850-1929),F1N2,"Nieuwland, Louis"
264,http://www.odis.be/lnk/PS_264,Louis Nieuwland (1850-1929),F1N5,"Nieuwland, Ludovicus"
265,http://www.odis.be/lnk/PS_265,August Pry (1843-1890),F1N1,"Pry, August"
265,http://www.odis.be/lnk/PS_265,August Pry (1843-1890),F1N5,"Pry, Augustinus"
265,http://www.odis.be/lnk/PS_265,August Pry (1843-1890),F4N1,"Prij, August"
265,http://www.odis.be/lnk/PS_265,August Pry (1843-1890),F4N5,"Prij, Augustinus"
266,http://www.odis.be/lnk/PS_266,Lodewijk Retsin (1833-1902),F1N1,"Retsin, Lodewijk"
266,http://www.odis.be/lnk/PS_266,Lodewijk Retsin (1833-1902),F1N5,"Retsin, Ludovicus"
267,http://www.odis.be/lnk/PS_267,Pol De Mont (1857-1931),F1N1,"De Mont, Pol"
267,http://www.odis.be/lnk/PS_267,Pol De Mont (1857-1931),F1N5,"De Mont, Maria"
268,http://www.odis.be/lnk/PS_268,Joannes Taccoen (1818-1883),F1N1,"Taccoen, Jan"
268,http://www.odis.be/lnk/PS_268,Joannes Taccoen (1818-1883),F1N5,"Taccoen, Joannes"
269,http://www.odis.be/lnk/PS_269,Jozef Cauwenbergh (1835-1909),F1N1,"Cauwenbergh, Jos"
269,http://www.odis.be/lnk/PS_269,Jozef Cauwenbergh (1835-1909),F1N2,"Cauwenbergh, Joseph"
269,http://www.odis.be/lnk/PS_269,Jozef Cauwenbergh (1835-1909),F1N3,"Cauwenbergh, Jozef"
269,http://www.odis.be/lnk/PS_269,Jozef Cauwenbergh (1835-1909),F1N5,"Cauwenbergh, Josephus"
270,http://www.odis.be/lnk/PS_270,Florent Pauwels (1830-1913),F1N1,"Pauwels, Florent"
270,http://www.odis.be/lnk/PS_270,Florent Pauwels (1830-1913),F1N5,"Pauwels, Florentinus"
271,http://www.odis.be/lnk/PS_271,Frans Rosseels (1857-),F1N1,"Rosseels, Frans"
271,http://www.odis.be/lnk/PS_271,Frans Rosseels (1857-),F1N5,"Rosseels, Franciscus"
272,http://www.odis.be/lnk/PS_272,Jacques Jacobs (1832-1879),F1N1,"Jacobs, Jacob"
272,http://www.odis.be/lnk/PS_272,Jacques Jacobs (1832-1879),F1N2,"Jacobs, Jacobus"
272,http://www.odis.be/lnk/PS_272,Jacques Jacobs (1832-1879),F1N5,"Jacobs, Jacques"
273,http://www.odis.be/lnk/PS_273,Franciscus Xaverius Van Gastel (1828-1890),F1N1,"Van Gastel, Franciscus Xaverius"
273,http://www.odis.be/lnk/PS_273,Franciscus Xaverius Van Gastel (1828-1890),F1N5,"Van Gastel, Franciscus"
274,http://www.odis.be/lnk/PS_274,August Godding (1816-),F1N1,"Goddin, August"
274,http://www.odis.be/lnk/PS_274,August Godding (1816-),F1N5,"Goddin, Jean"
274,http://www.odis.be/lnk/PS_274,August Godding (1816-),F2N1,"Godding, August"
274,http://www.odis.be/lnk/PS_274,August Godding (1816-),F2N5,"Godding, Jean"
275,http://www.odis.be/lnk/PS_275,Jules Pauwels (1843-),F1N1,"Pauwels, Jules"
275,http://www.odis.be/lnk/PS_275,Jules Pauwels (1843-),F1N2,"Pauwels, Julien"
275,http://www.odis.be/lnk/PS_275,Jules Pauwels (1843-),F1N3,"Pauwels, Julius"
275,http://www.odis.be/lnk/PS_275,Jules Pauwels (1843-),F1N5,"Pauwels, Isaac"
276,http://www.odis.be/lnk/PS_276,Desiderius Maes (1855-),F1N5,"Maas, Joannes"
276,http://www.odis.be/lnk/PS_276,Desiderius Maes (1855-),F4N5,"Maes, Joannes"
277,http://www.odis.be/lnk/PS_277,John De Wit (1838-1912),F1N1,"De Wit, Jan Baptist"
