ODIS_ID,ODIS URI,RECORD_OMSCHRIJVING,Soort_N,Waarde_N
21562,http://www.odis.be/lnk/PS_21562,Louis Goossens (1924-1977),F1N5,"Goossens, Louis"
21565,http://www.odis.be/lnk/PS_21565,Louis Roppe (1914-1982),F1N5,"Roppe, Louis"
21566,http://www.odis.be/lnk/PS_21566,Hendrik Melis (1884-1948),F1N5,"Melis, Hendrik"
21567,http://www.odis.be/lnk/PS_21567,Willem Palmen (1882-1949),F1N5,"Palmen, Willem"
21570,http://www.odis.be/lnk/PS_21570,Louis Van Roey (1863-1948),F1N5,"Van Roey, Louis"
21571,http://www.odis.be/lnk/PS_21571,Jan Vandebroek (1886-1948),F1N5,"Vandebroek, Jan"
21576,http://www.odis.be/lnk/PS_21576,Jean Bouhy (1917-1969),F1N5,"Bouhy, Jean"
21581,http://www.odis.be/lnk/PS_21581,Alexander Banniers (1790-1842),F1N5,"Banniers, Alexander"
21586,http://www.odis.be/lnk/PS_21586,Joannes De Grave (1746-1815),F1N5,"De Grave, Joannes"
21587,http://www.odis.be/lnk/PS_21587,Carolus Ingels (1807-1888),F1N5,"Ingels, Carolus"
21587,http://www.odis.be/lnk/PS_21587,Carolus Ingels (1807-1888),F4N5,"Engels, Carolus"
21588,http://www.odis.be/lnk/PS_21588,Franciscus Iterbeke (1751-1819),F1N5,"Iterbeke, Franciscus"
21589,http://www.odis.be/lnk/PS_21589,Remi Jacobs (1883-1945),F1N5,"Jacobs, Remi"
21590,http://www.odis.be/lnk/PS_21590,Joannes-Baptista Janssens (1802-1846),F1N5,"Janssens, Joannes-Baptista"
21591,http://www.odis.be/lnk/PS_21591,Philippus Janssens (1868-1919),F1N5,"Janssens, Philippus"
21592,http://www.odis.be/lnk/PS_21592,Emile De Meulemeester (1856-1922),F1N5,"De Meulemeester, Emile"
21593,http://www.odis.be/lnk/PS_21593,Maximilianus De Meulenaere (1747-1834),F1N5,"De Meulenaere, Maximilianus"
21594,http://www.odis.be/lnk/PS_21594,Jacobus De Smet (1755-1832),F1N5,"De Smet, Jacobus"
21595,http://www.odis.be/lnk/PS_21595,Joannes-Baptista De Smet (1762-1808),F1N5,"De Smet, Joannes-Baptista"
21596,http://www.odis.be/lnk/PS_21596,Jozef Bresseleers (1906-1990),F1N1,"Bresseleers, Jozef"
21596,http://www.odis.be/lnk/PS_21596,Jozef Bresseleers (1906-1990),F1N5,"Bresseleers, Constantinus"
21597,http://www.odis.be/lnk/PS_21597,Maurice Impens (1887-1960),F1N5,"Impens, Maurice"
21599,http://www.odis.be/lnk/PS_21599,Peter Hus (1897-1977),F1N5,"Hus, Peter"
21600,http://www.odis.be/lnk/PS_21600,Gustaaf Smolders (1905-1965),F1N5,"Smolders, Gustaaf"
21602,http://www.odis.be/lnk/PS_21602,Petrus Bauweleers (1760-),F1N5,"Bauweleers, Petrus"
21603,http://www.odis.be/lnk/PS_21603,Jacobus Bauwens (1815-1892),F1N5,"Bauwens, Jacobus"
21604,http://www.odis.be/lnk/PS_21604,Augustinus Beeckman (1740-),F1N5,"Beeckman, Augustinus"
21605,http://www.odis.be/lnk/PS_21605,Kamiel Beeckman (1874-1936),F1N5,"Beeckman, Kamiel"
21607,http://www.odis.be/lnk/PS_21607,Alfons Geerts (1895-1979),F1N5,"Geerts, Alfons"
21608,http://www.odis.be/lnk/PS_21608,Judocus Bockstal (1754-1815),F1N5,"Bockstal, Judocus"
21609,http://www.odis.be/lnk/PS_21609,Egidius Boel (1749-1814),F1N5,"Boel, Egidius"
21610,http://www.odis.be/lnk/PS_21610,Philippus Boele (1761-1831),F1N5,"Boele, Philippus"
21611,http://www.odis.be/lnk/PS_21611,Prosper Boeykens (1873-1932),F1N5,"Boeykens, Prosper"
21612,http://www.odis.be/lnk/PS_21612,Joannes Bogaert (1831-1914),F1N5,"Bogaert, Joannes"
21613,http://www.odis.be/lnk/PS_21613,Jules Bekaert (1872-1953),F1N5,"Bekaert, Jules"
21614,http://www.odis.be/lnk/PS_21614,Philippus Benoit (1773-1850),F1N5,"Benoit, Philippus"
21615,http://www.odis.be/lnk/PS_21615,Bernard Bernaert (1751-),F1N5,"Bernaert, Bernard"
21616,http://www.odis.be/lnk/PS_21616,Amand Bert (1869-1953),F1N5,"Bert, Amand"
21617,http://www.odis.be/lnk/PS_21617,Carolus Bervoet (1791-1863),F1N5,"Bervoet, Carolus"
21618,http://www.odis.be/lnk/PS_21618,Alfons De Schrijver (1851-1925),F1N5,"De Schrijver, Alfons"
21619,http://www.odis.be/lnk/PS_21619,Emilius Bombeke (1849-1895),F1N5,"Bombeke, Emilius"
21620,http://www.odis.be/lnk/PS_21620,Franciscus Boone (1793-1836),F1N5,"Boone, Franciscus"
21621,http://www.odis.be/lnk/PS_21621,Jules Bosman (1875-1953),F1N5,"Bosman, Jules"
21622,http://www.odis.be/lnk/PS_21622,Petrus De Man (1756-1817),F1N5,"De Man, Petrus"
21623,http://www.odis.be/lnk/PS_21623,Livinus De Mangelaere (1861-1943),F1N5,"De Mangelaere, Livinus"
21624,http://www.odis.be/lnk/PS_21624,Josephus de Mazière (1750-1824),F1N5,"de Mazière, Josephus"
21625,http://www.odis.be/lnk/PS_21625,André Van Hove (1916-1995),F1N5,"Van Hove, André"
21626,http://www.odis.be/lnk/PS_21626,René De Neve (1914-1995),F1N5,"De Neve, René"
21627,http://www.odis.be/lnk/PS_21627,Jozef Van Caeneghem (1894-1962),F1N5,"Van Caeneghem, Jozef"
21628,http://www.odis.be/lnk/PS_21628,Petrus Van Cauter (1749-1823),F1N5,"Van Cauter, Petrus"
21629,http://www.odis.be/lnk/PS_21629,Augustinus Van Stappen (1774-1843),F1N5,"Van Stappen, Augustinus"
21630,http://www.odis.be/lnk/PS_21630,Louis Van Steenwegen (1891-1940),F1N5,"Van Steenwegen, Louis"
21632,http://www.odis.be/lnk/PS_21632,Joannes Vinckier (1792-1872),F1N5,"Vinckier, Joannes"
21633,http://www.odis.be/lnk/PS_21633,Josephus Vlaeminck (1759-1832),F1N5,"Vlaeminck, Josephus"
21634,http://www.odis.be/lnk/PS_21634,Joannes Vloeberghs (1815-1887),F1N5,"Vloeberghs, Joannes"
21635,http://www.odis.be/lnk/PS_21635,Petrus Bouckaert (1749-1811),F1N5,"Bouckaert, Petrus"
21636,http://www.odis.be/lnk/PS_21636,Theodore Boulez (1765-1810),F1N5,"Boulez, Theodore"
21637,http://www.odis.be/lnk/PS_21637,Philippus Bourlez (1797-1868),F1N5,"Bourlez, Philippus"
21638,http://www.odis.be/lnk/PS_21638,Petrus Bracke (1731-1817),F1N5,"Bracke, Petrus"
21639,http://www.odis.be/lnk/PS_21639,Joannes-Baptista Bracq (1783-1867),F1N5,"Bracq, Joannes-Baptista"
21640,http://www.odis.be/lnk/PS_21640,Camiel Forrez (1905-1996),F1N5,"Forrez, Camiel"
21641,http://www.odis.be/lnk/PS_21641,Raphaël Beyls (1878-1950),F1N5,"Beyls, Raphaël"
21643,http://www.odis.be/lnk/PS_21643,Franciscus Braekman (1831-1913),F1N5,"Braekman, Franciscus"
21644,http://www.odis.be/lnk/PS_21644,Leo Braet (1888-1952),F1N5,"Braet, Leo"
21645,http://www.odis.be/lnk/PS_21645,Nicolaus Brauwers (1752-1805),F1N5,"Brauwers, Nicolaus"
21646,http://www.odis.be/lnk/PS_21646,Franciscus Broekaert (1745-1824),F1N5,"Broekaert, Franciscus"
21647,http://www.odis.be/lnk/PS_21647,Petrus Broutyn (1802-1856),F1N5,"Broutyn, Petrus"
21648,http://www.odis.be/lnk/PS_21648,Amabilis Brugghe (1794-1867),F1N5,"Brugghe, Amabilis"
21649,http://www.odis.be/lnk/PS_21649,Carolus Bruson (1766-1838),F1N5,"Bruson, Carolus"
21650,http://www.odis.be/lnk/PS_21650,Rufin Brys (1877-1962),F1N5,"Brys, Rufin"
21651,http://www.odis.be/lnk/PS_21651,Petrus Buesen (1785-1813),F1N5,"Buesen, Petrus"
21652,http://www.odis.be/lnk/PS_21652,Cyriel Bullens (1897-1963),F1N5,"Bullens, Cyriel"
21653,http://www.odis.be/lnk/PS_21653,Augustinus Bussche (1756-1821),F1N5,"Bussche, Augustinus"
21654,http://www.odis.be/lnk/PS_21654,Isidoor Buyserie (1845-1896),F1N5,"Buyserie, Isidoor"
21655,http://www.odis.be/lnk/PS_21655,Carolus Buysse (1817-1895),F1N5,"Buysse, Carolus"
21655,http://www.odis.be/lnk/PS_21655,Carolus Buysse (1817-1895),F1N6,"Buysse, Ludovicus"
21656,http://www.odis.be/lnk/PS_21656,Franciscus Daelman (1833-1875),F1N5,"Daelman, Franciscus"
21657,http://www.odis.be/lnk/PS_21657,Gustavus Daemers (1847-1890),F1N5,"Daemers, Gustavus"
21658,http://www.odis.be/lnk/PS_21658,Joannes D'Anvers (1754-1846),F1N5,"D'Anvers, Joannes"
21659,http://www.odis.be/lnk/PS_21659,Alexius Billau (1793-),F1N5,"Billau, Alexius"
21660,http://www.odis.be/lnk/PS_21660,Benedictus Blancquaert (1801-1828),F1N5,"Blancquaert, Benedictus"
21661,http://www.odis.be/lnk/PS_21661,Robert Callebaut (1880-1960),F1N5,"Callebaut, Robert"
21662,http://www.odis.be/lnk/PS_21662,Achiel Callewaert (1866-1933),F1N5,"Callewaert, Achiel"
21663,http://www.odis.be/lnk/PS_21663,Armand Cambier (1878-),F1N5,"Cambier, Armand"
21664,http://www.odis.be/lnk/PS_21664,Eduardus Campfens (1809-1895),F1N5,"Campfens, Eduardus"
21665,http://www.odis.be/lnk/PS_21665,Hyacinthus Cardoen (1768-1814),F1N5,"Cardoen, Hyacinthus"
21666,http://www.odis.be/lnk/PS_21666,Victor Carnonckel (1873-1941),F1N5,"Carnonckel, Victor"
21667,http://www.odis.be/lnk/PS_21667,Josephus Casier (1800-1835),F1N5,"Casier, Josephus"
21668,http://www.odis.be/lnk/PS_21668,Petrus Catry (1741-1822),F1N5,"Catry, Petrus"
21669,http://www.odis.be/lnk/PS_21669,Ludovicus Caytan (1742-1813),F1N5,"Caytan, Ludovicus"
21670,http://www.odis.be/lnk/PS_21670,Josephus Christiaens (1795-1863),F1N5,"Christiaens, Josephus"
21671,http://www.odis.be/lnk/PS_21671,Joannes Claes (1768-),F1N5,"Claes, Joannes"
21672,http://www.odis.be/lnk/PS_21672,Edmond Claeys (1855-1927),F1N5,"Claeys, Edmond"
21673,http://www.odis.be/lnk/PS_21673,Hendrik Claeys (1838-1910),F1N5,"Claeys, Hendrik"
21673,http://www.odis.be/lnk/PS_21673,Hendrik Claeys (1838-1910),F1N6,"Claeys, Henri"
21674,http://www.odis.be/lnk/PS_21674,Joannes Codron (1781-1848),F1N5,"Codron, Joannes"
21675,http://www.odis.be/lnk/PS_21675,Augustus Coemans (1829-1897),F1N5,"Coemans, Augustus"
21676,http://www.odis.be/lnk/PS_21676,Carolus Clippeleire (1742-1810),F1N5,"Clippeleire, Carolus"
21677,http://www.odis.be/lnk/PS_21677,Alfons Cobbaut (1873-1961),F1N5,"Cobbaut, Alfons"
21678,http://www.odis.be/lnk/PS_21678,Petrus Cole (1870-1951),F1N5,"Cole, Petrus"
21679,http://www.odis.be/lnk/PS_21679,Petrus Colman (1791-1866),F1N5,"Colman, Petrus"
21680,http://www.odis.be/lnk/PS_21680,Leonardus Comyn (1751-1811),F1N5,"Comyn, Leonardus"
21681,http://www.odis.be/lnk/PS_21681,Clement Cooreman (1838-1906),F1N5,"Cooreman, Clement"
21682,http://www.odis.be/lnk/PS_21682,Odilon Coppens (1873-1948),F1N5,"Coppens, Odilon"
21683,http://www.odis.be/lnk/PS_21683,Cesar Coppieters (1855-1923),F1N5,"Coppieters, Cesar"
21684,http://www.odis.be/lnk/PS_21684,Edgar Cornelis (1867-1941),F1N5,"Cornelis, Edgar"
21686,http://www.odis.be/lnk/PS_21686,Josephus Corselis (1760-1807),F1N5,"Corselis, Josephus"
21687,http://www.odis.be/lnk/PS_21687,Petrus Cosijns (1875-1933),F1N5,"Cosijns, Petrus"
21688,http://www.odis.be/lnk/PS_21688,Ludovicus Crequille (1756-1833),F1N5,"Crequille, Ludovicus"
21689,http://www.odis.be/lnk/PS_21689,Petrus Cuyl (1797-1868),F1N5,"Cuyl, Petrus"
21690,http://www.odis.be/lnk/PS_21690,Desiderius De Backer (1839-1904),F1N5,"De Backer, Desiderius"
21691,http://www.odis.be/lnk/PS_21691,Frans De Backer (1871-1942),F1N5,"De Backer, Frans"
21692,http://www.odis.be/lnk/PS_21692,Constantinus De Backer (1785-1834),F1N5,"De Backer, Constantinus"
21693,http://www.odis.be/lnk/PS_21693,Philemon De Baets (1852-1906),F1N5,"De Baets, Philemon"
21694,http://www.odis.be/lnk/PS_21694,Godfried De Beer (1860-1939),F1N5,"De Beer, Godfried"
21695,http://www.odis.be/lnk/PS_21695,Jacobus De Belloy (1792-1869),F1N5,"De Belloy, Jacobus"
21697,http://www.odis.be/lnk/PS_21697,Dominicus Schinckaert (1799-),F1N5,"Schinckaert, Dominicus"
21698,http://www.odis.be/lnk/PS_21698,Philippus De Bosschere (1745-1816),F1N5,"De Bosschere, Philippus"
21699,http://www.odis.be/lnk/PS_21699,Judocus De Brauw (1752-1819),F1N5,"De Brauw, Judocus"
21700,http://www.odis.be/lnk/PS_21700,Florimondus De Bruycker (1832-),F1N5,"De Bruycker, Florimondus"
21701,http://www.odis.be/lnk/PS_21701,Petrus Schinckaert (1750-1811),F1N5,"Schinckaert, Petrus"
21702,http://www.odis.be/lnk/PS_21702,Balthazar Francqaert (1759-1835),F1N5,"Francqaert, Balthazar"
21703,http://www.odis.be/lnk/PS_21703,Eric Neirinck (1939 -),F1N5,"Neirinck, Eric"
21704,http://www.odis.be/lnk/PS_21704,Joannes Bettens (1795-1849),F1N5,"Bettens, Joannes"
21705,http://www.odis.be/lnk/PS_21705,Petrus Bleyenberge (1739-1810),F1N5,"Bleyenberge, Petrus"
21706,http://www.odis.be/lnk/PS_21706,Félix De Bruyn (1858-1913),F1N5,"De Bruyn, Félix"
21707,http://www.odis.be/lnk/PS_21707,Remi De Bruyn (1863-1933),F1N5,"De Bruyn, Remi"
21708,http://www.odis.be/lnk/PS_21708,Thomas De Bruyne (1751-1822),F1N5,"De Bruyne, Thomas"
21709,http://www.odis.be/lnk/PS_21709,Carolus De Caluwe (1828-1882),F1N5,"De Caluwe, Carolus"
21710,http://www.odis.be/lnk/PS_21710,Alfons De Ceuleners (1872-1955),F1N5,"De Ceuleners, Alfons"
21711,http://www.odis.be/lnk/PS_21711,Carolus De Clerck (1772-1849),F1N5,"De Clerck, Carolus"
21712,http://www.odis.be/lnk/PS_21712,Evarist De Clercq (1828-1908),F1N5,"De Clercq, Evarist"
21713,http://www.odis.be/lnk/PS_21713,Judocus De Clercq (1808-1877),F1N5,"De Clercq, Judocus"
21714,http://www.odis.be/lnk/PS_21714,Michel Van den Bulcke (1905-1983),F1N5,"Van den Bulcke, Michel"
21715,http://www.odis.be/lnk/PS_21715,Gustaaf De Beule (1850-1932),F1N5,"De Beule, Gustaaf"
21716,http://www.odis.be/lnk/PS_21716,Oscar De Bisschop (1881-1938),F1N5,"De Bisschop, Oscar"
21717,http://www.odis.be/lnk/PS_21717,Eduardus De Cock (1802-1881),F1N5,"De Cock, Eduardus"
21718,http://www.odis.be/lnk/PS_21718,Ludovicus De Coen (1820-1867),F1N5,"De Coen, Ludovicus"
21719,http://www.odis.be/lnk/PS_21719,Joannes-Baptista De Coninck (1779-1820),F1N5,"De Coninck, Joannes-Baptista"
21720,http://www.odis.be/lnk/PS_21720,Albert De Cooman (1797-1849),F1N5,"De Cooman, Albert"
21721,http://www.odis.be/lnk/PS_21721,Ghislain De Cremer (1902-1932),F1N5,"De Cremer, Ghislain"
21722,http://www.odis.be/lnk/PS_21722,Leopoldus De Curte (1766-1814),F1N5,"De Curte, Leopoldus"
21723,http://www.odis.be/lnk/PS_21723,Benedictus De Decker (1803-1874),F1N1,"De Decker, Benoît"
21723,http://www.odis.be/lnk/PS_21723,Benedictus De Decker (1803-1874),F1N5,"De Decker, Benedictus"
21724,http://www.odis.be/lnk/PS_21724,Vincentius De Decker (1864-1889),F1N5,"De Decker, Vincentius"
21725,http://www.odis.be/lnk/PS_21725,Alphonsus De Dryver (1823-1901),F1N5,"De Dryver, Alphonsus"
21726,http://www.odis.be/lnk/PS_21726,Florent De Fruytier (1865-1921),F1N5,"De Fruytier, Florent"
21727,http://www.odis.be/lnk/PS_21727,Leonard De Geyter (1800-1849),F1N5,"De Geyter, Leonard"
21728,http://www.odis.be/lnk/PS_21728,Raymond De Groote (1874-1937),F1N5,"De Groote, Raymond"
21729,http://www.odis.be/lnk/PS_21729,Ludovicus De Jaegher (1828-1886),F1N5,"De Jaegher, Ludovicus"
21730,http://www.odis.be/lnk/PS_21730,Antoon De Jongh (1865-1918),F1N5,"De Jongh, Antoon"
21733,http://www.odis.be/lnk/PS_21733,Joannes-Aloysius Appelmans (1868-1936),F1N5,"Appelmans, Joannes-Aloysius"
21734,http://www.odis.be/lnk/PS_21734,August Galle (1819-1897),F1N5,"Galle, August"
21735,http://www.odis.be/lnk/PS_21735,Seraphinus Geldof (1802-1824),F1N5,"Geldof, Seraphinus"
21736,http://www.odis.be/lnk/PS_21736,Silvanus Gevaert (1830-1895),F1N5,"Gevaert, Silvanus"
21737,http://www.odis.be/lnk/PS_21737,Donatus Gheysels (1816-1882),F1N5,"Gheysels, Donatus"
21738,http://www.odis.be/lnk/PS_21738,Victor Ghysels (1872-1940),F1N5,"Ghysels, Victor"
21739,http://www.odis.be/lnk/PS_21739,Zacharius Gleesener (1822-1867),F1N5,"Gleesener, Zacharius"
21740,http://www.odis.be/lnk/PS_21740,Joannes Goemans (1751-1822),F1N5,"Goemans, Joannes"
21741,http://www.odis.be/lnk/PS_21741,Emile Goetgeluck (1838-),F1N5,"Goetgeluck, Emile"
21742,http://www.odis.be/lnk/PS_21742,Edouard Goethals (1840-1921),F1N5,"Goethals, Edouard"
21743,http://www.odis.be/lnk/PS_21743,Lucas Goethals (1932-),F1N5,"Goethals, Lucas"
21744,http://www.odis.be/lnk/PS_21744,Jan Goiris (1756-1810),F1N5,"Goiris, Jan"
21745,http://www.odis.be/lnk/PS_21745,Adriaan Goos,F1N5,"Goos, Adriaan"
21746,http://www.odis.be/lnk/PS_21746,Gustavus Goossens (1843-1886),F1N5,"Goossens, Gustavus"
21747,http://www.odis.be/lnk/PS_21747,Leo Goubert (1878-1961),F1N5,"Goubert, Leo"
21748,http://www.odis.be/lnk/PS_21748,Maria Govaert (1868-1901),F1N5,"Govaert, Maria"
21749,http://www.odis.be/lnk/PS_21749,Jacobus Grenier (1737-1811),F1N5,"Grenier, Jacobus"
21750,http://www.odis.be/lnk/PS_21750,Aurelius Groening (1752-1828),F1N5,"Groening, Aurelius"
21751,http://www.odis.be/lnk/PS_21751,Philippus Gruson (1750-1823),F1N5,"Gruson, Philippus"
21752,http://www.odis.be/lnk/PS_21752,Norbertus Haeck (1759-1827),F1N5,"Haeck, Norbertus"
21753,http://www.odis.be/lnk/PS_21753,Joannes Haems (1808-1863),F1N5,"Haems, Joannes"
21754,http://www.odis.be/lnk/PS_21754,Urbain Haes (1903-1961),F1N5,"Haes, Urbain"
21755,http://www.odis.be/lnk/PS_21755,Constantinus Haverland (1795-1867),F1N5,"Haverland, Constantinus"
21756,http://www.odis.be/lnk/PS_21756,Petrus Hebbelinck (1785-1853),F1N5,"Hebbelinck, Petrus"
21757,http://www.odis.be/lnk/PS_21757,Joannes Hemelryck (1753-1813),F1N5,"Hemelryck, Joannes"
21758,http://www.odis.be/lnk/PS_21758,Emiel Hemeryckx (1866-1948),F1N5,"Hemeryckx, Emiel"
21759,http://www.odis.be/lnk/PS_21759,Florentinus Herrebaut (1865-1889),F1N5,"Herrebaut, Florentinus"
21760,http://www.odis.be/lnk/PS_21760,Henri Heyvaert (1825-1888),F1N5,"Heyvaert, Henri"
21761,http://www.odis.be/lnk/PS_21761,Jacobus Hoys (1744-1811),F1N5,"Hoys, Jacobus"
21762,http://www.odis.be/lnk/PS_21762,Joannes Hulpiau (1809-1860),F1N5,"Hulpiau, Joannes"
21763,http://www.odis.be/lnk/PS_21763,Henricus Huyg (1765-1820),F1N5,"Huyg, Henricus"
21763,http://www.odis.be/lnk/PS_21763,Henricus Huyg (1765-1820),F4N5,"Huygh, Henricus"
21764,http://www.odis.be/lnk/PS_21764,Victor Huyke (1812-1889),F1N5,"Huyke, Victor"
21765,http://www.odis.be/lnk/PS_21765,Albert Hylebos (1886-1955),F1N5,"Hylebos, Albert"
21766,http://www.odis.be/lnk/PS_21766,Joannes Impens (1808-1853),F1N5,"Impens, Joannes"
21767,http://www.odis.be/lnk/PS_21767,Leo Joos (1885-1941),F1N5,"Joos, Leo"
21768,http://www.odis.be/lnk/PS_21768,Joseph Keersse (1747-1809),F1N5,"Keersse, Joseph"
21769,http://www.odis.be/lnk/PS_21769,Leontius Kerckaert (1857-1893),F1N5,"Kerckaert, Leontius"
21770,http://www.odis.be/lnk/PS_21770,Louis Kesteman (1872-1937),F1N5,"Kesteman, Louis"
21771,http://www.odis.be/lnk/PS_21771,Judocus Keyaerts (1742-1805),F1N5,"Keyaerts, Judocus"
21772,http://www.odis.be/lnk/PS_21772,Antonius Kroes,F1N5,"Kroes, Antonius"
21773,http://www.odis.be/lnk/PS_21773,Amatus Lagae (1806-1878),F1N5,"Lagae, Amatus"
21774,http://www.odis.be/lnk/PS_21774,Johannes Lambellin (1740-1814),F1N5,"Lambellin, Johannes"
21775,http://www.odis.be/lnk/PS_21775,Ludovicus Lammens (1760-1807),F1N5,"Lammens, Ludovicus"
21776,http://www.odis.be/lnk/PS_21776,Cyriel Lanckman (1900-1960),F1N5,"Lanckman, Cyriel"
21777,http://www.odis.be/lnk/PS_21777,Petrus Landuyt (1765-?),F1N5,"Landuyt, Petrus"
21778,http://www.odis.be/lnk/PS_21778,Josephus Laridon (1756-1825),F1N5,"Laridon, Josephus"
21779,http://www.odis.be/lnk/PS_21779,Emiel Last (1878-1957),F1N5,"Last, Emiel"
21780,http://www.odis.be/lnk/PS_21780,Ludovicus Lecocq (1797-1876),F1N5,"Lecocq, Ludovicus"
21780,http://www.odis.be/lnk/PS_21780,Ludovicus Lecocq (1797-1876),F4N5,"Le Cocq, Ludovicus"
21781,http://www.odis.be/lnk/PS_21781,Ferdinand Lefebure (1781-1848),F1N5,"Lefebure, Ferdinand"
21782,http://www.odis.be/lnk/PS_21782,Augustus Leirens (1811-1877),F1N5,"Leirens, Augustus"
21783,http://www.odis.be/lnk/PS_21783,Floribertus Leliaert (1749-),F1N5,"Leliaert, Floribertus"
21784,http://www.odis.be/lnk/PS_21784,Joannes Le Maitre (1754-1804),F1N5,"Le Maitre, Joannes"
21785,http://www.odis.be/lnk/PS_21785,Petrus Lemoine (1791-1852),F1N5,"Lemoine, Petrus"
21786,http://www.odis.be/lnk/PS_21786,Albert Lens (1871-1951),F1N5,"Lens, Albert"
21787,http://www.odis.be/lnk/PS_21787,Willem Lerminiau (1867-1943),F1N5,"Lerminiau, Willem"
21788,http://www.odis.be/lnk/PS_21788,Adolf De Decker (1871-1898),F1N5,"De Decker, Adolf"
21789,http://www.odis.be/lnk/PS_21789,Paul Libert (1863-),F1N5,"Libert, Paul"
21790,http://www.odis.be/lnk/PS_21790,Carolus Lion (1837-1916),F1N5,"Lion, Carolus"
21791,http://www.odis.be/lnk/PS_21791,Petrus Liefooghe (1743-1822),F1N5,"Liefooghe, Petrus"
21792,http://www.odis.be/lnk/PS_21792,Petrus Lievens (1827-1870),F1N5,"Lievens, Petrus"
21793,http://www.odis.be/lnk/PS_21793,Joannes Loentjes (1745-1821),F1N5,"Loentjes, Joannes"
21794,http://www.odis.be/lnk/PS_21794,Joannes Loontjens (1814-1876),F1N5,"Loontjens, Joannes"
21795,http://www.odis.be/lnk/PS_21795,Emiel De Maeyer (1866-1949),F1N5,"De Maeyer, Emiel"
21796,http://www.odis.be/lnk/PS_21796,Livinus De Man (1736-1807),F1N5,"De Man, Livinus"
21797,http://www.odis.be/lnk/PS_21797,Desiderius De Kegel (1829-1900),F1N5,"De Kegel, Desiderius"
21798,http://www.odis.be/lnk/PS_21798,Joannes-Baptista De Knock (1793-1813),F1N5,"De Knock, Joannes-Baptista"
21799,http://www.odis.be/lnk/PS_21799,Petrus Demol (1800-1835),F1N5,"Demol, Petrus"
21800,http://www.odis.be/lnk/PS_21800,Albertus Deneut (1745-1823),F1N5,"Deneut, Albertus"
21801,http://www.odis.be/lnk/PS_21801,Jules Den Haerynck (1882-1936),F1N5,"Den Haerynck, Jules"
21802,http://www.odis.be/lnk/PS_21802,Richard De Kezel (1889-1965),F1N5,"De Kezel, Richard"
21803,http://www.odis.be/lnk/PS_21803,Carolus De Laere (1806-1880),F1N5,"De Laere, Carolus"
21804,http://www.odis.be/lnk/PS_21804,Maurice Delafortrie (1883-1937),F1N5,"Delafortrie, Maurice"
21805,http://www.odis.be/lnk/PS_21805,Joannes De Langhe (1761-1840),F1N5,"De Langhe, Joannes"
21806,http://www.odis.be/lnk/PS_21806,Albertus De Norme (1798-1871),F1N5,"De Norme, Albertus"
21807,http://www.odis.be/lnk/PS_21807,Arthur De Meester (1862-1934),F1N5,"De Meester, Arthur"
21808,http://www.odis.be/lnk/PS_21808,Petrus De Meester (1793-1885),F1N5,"De Meester, Petrus"
21809,http://www.odis.be/lnk/PS_21809,Petrus De Mey (1832-1896),F1N5,"De Mey, Petrus"
21810,http://www.odis.be/lnk/PS_21810,Joannes De Meyere (1803-1877),F1N5,"De Meyere, Joannes"
21811,http://www.odis.be/lnk/PS_21811,Ludovicus Macagge (1751-1828),F1N5,"Macagge, Ludovicus"
21812,http://www.odis.be/lnk/PS_21812,Alfons Maenhaut (1859-1915),F1N5,"Maenhaut, Alfons"
21813,http://www.odis.be/lnk/PS_21813,René Maere (1869-1950),F1N5,"Maere, René"
21814,http://www.odis.be/lnk/PS_21814,Joannes Maes (1849-1928),F1N5,"Maes, Joannes"
21815,http://www.odis.be/lnk/PS_21815,Petrus Maes (1806-),F1N5,"Maes, Petrus"
21816,http://www.odis.be/lnk/PS_21816,Elie Maesfrancx (1819-),F1N5,"Maesfrancx, Elie"
21817,http://www.odis.be/lnk/PS_21817,Ignatius Malfeson (1770-1810),F1N5,"Malfeson, Ignatius"
21818,http://www.odis.be/lnk/PS_21818,Livinus Marquenie (1818-1888),F1N5,"Marquenie, Livinus"
21819,http://www.odis.be/lnk/PS_21819,Joannes-Baptista Martens (1737-1813),F1N5,"Martens, Joannes-Baptista"
21820,http://www.odis.be/lnk/PS_21820,Jozef Matthews (1890-1979),F1N5,"Matthews, Jozef"
21821,http://www.odis.be/lnk/PS_21821,Benedictus Matthys (1799-1874),F1N5,"Matthys, Benedictus"
21822,http://www.odis.be/lnk/PS_21822,Oscar Mazy (1858-),F1N5,"Mazy, Oscar"
21823,http://www.odis.be/lnk/PS_21823,Dominicus De Ryck (1829-1886),F1N5,"De Ryck, Dominicus"
21824,http://www.odis.be/lnk/PS_21824,Hippolytus De Rycke (1770-1837),F1N5,"De Rycke, Hippolytus"
21826,http://www.odis.be/lnk/PS_21826,Jozef Verheecke (1916-1996),F1N5,"Verheecke, Jozef"
21827,http://www.odis.be/lnk/PS_21827,Juliaan Roggen (1913-1996),F1N1,"Roggen, Juliaan"
21827,http://www.odis.be/lnk/PS_21827,Juliaan Roggen (1913-1996),F1N5,"Roggen, Jozef"
21828,http://www.odis.be/lnk/PS_21828,Guilelmus De La Ruelle (1761-1806),F1N5,"De La Ruelle, Guilelmus"
21829,http://www.odis.be/lnk/PS_21829,Constantinus De Latte (1854-1900),F1N5,"De Latte, Constantinus"
